TIME,STN,TA,HM,TD,TG,TS,TE0.05,TE0.1,TE0.2,TE0.3,TE0.5,TE1.0,TE1.5,TE3.0,TE5.0,PA,PS
202508172128,90,27.3,76.1,22.7,26.2,27.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1011.6,1013.6
202508172128,92,28.7,65.0,21.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1006.3,1013.8
202508172128,93,25.7,88.5,23.7,24.5,26.2,28.2,29.2,29.0,28.7,28.2,27.1,25.5,22.3,18.7,1004.3,1015.2
202508172128,95,25.0,97.4,24.6,25.6,26.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.0,1015.7
202508172128,96,26.6,90.1,24.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1004.4,1015.7
202508172128,98,25.7,99.9,25.7,25.0,26.0,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1002.1,1015.3
202508172128,99,25.1,98.9,24.9,25.5,27.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1012.3,1015.8
202508172128,100,20.7,93.9,19.7,20.2,21.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,930.8,1016.8
202508172128,101,25.6,86.4,23.2,24.9,27.4,29.3,29.7,29.7,29.1,28.0,26.2,24.5,20.0,16.3,1005.9,1014.6
202508172128,102,26.6,90.8,25.0,26.6,25.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.9,1013.0
202508172128,104,27.4,72.5,22.0,24.8,27.6,30.6,30.6,30.2,29.2,28.6,25.4,23.6,18.9,14.9,1004.4,1012.9
202508172128,105,30.4,58.1,21.2,26.8,28.2,29.6,29.5,30.2,29.9,28.8,26.9,24.0,19.0,16.2,1010.8,1013.9
202508172128,106,27.9,65.3,20.8,24.3,27.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1009.8,1014.4
202508172128,108,28.0,76.9,23.6,25.6,26.4,27.2,26.9,25.1,24.0,27.3,25.7,25.6,21.7,17.3,1004.5,1014.2
202508172128,110,27.4,99.0,27.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1013.7,1015.7
202508172128,112,27.1,90.8,25.5,25.7,27.6,28.0,28.1,27.9,27.1,26.2,25.2,23.7,20.4,15.9,1007.6,1015.5
202508172128,113,27.2,89.0,25.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1015.0,1015.8
202508172128,114,26.8,78.7,22.8,24.5,26.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.4,1014.4
202508172128,115,26.6,71.0,20.9,22.6,25.1,27.2,28.1,28.3,26.8,25.7,22.7,21.3,16.6,14.1,990.3,1015.3
202508172128,116,23.1,95.0,22.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,946.3,1015.9
202508172128,119,27.0,81.2,23.5,25.8,26.9,29.2,29.2,28.5,28.0,27.6,25.4,23.7,19.1,15.0,1011.0,1015.5
202508172128,121,24.0,91.1,22.5,23.0,25.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,988.6,1016.0
202508172128,127,26.1,84.9,23.4,25.7,27.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1001.6,1014.7
202508172128,129,26.8,95.6,26.0,25.5,28.2,29.0,29.3,29.5,28.4,27.7,25.0,24.6,18.9,17.6,1012.8,1015.7
202508172128,130,26.5,74.0,21.5,25.0,28.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1009.2,1014.8
202508172128,131,29.2,67.7,22.6,26.9,28.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.2,1014.8
202508172128,133,28.1,78.3,24.0,27.0,28.8,31.9,31.5,31.0,30.3,29.4,27.8,25.9,22.1,18.3,1007.8,1015.5
202508172128,135,24.5,80.7,21.0,24.2,25.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,987.5,1015.3
202508172128,136,26.5,74.3,21.6,24.8,27.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.8,1015.8
202508172128,137,26.1,82.2,22.8,23.1,26.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1003.4,1014.4
202508172128,138,29.8,58.0,20.7,26.1,28.7,30.1,30.3,29.5,28.6,27.0,24.6,23.3,19.6,16.9,1013.9,1014.3
202508172128,140,27.8,82.2,24.5,26.1,28.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1013.2,1016.4
202508172128,143,27.7,70.3,21.8,25.0,27.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.2,1014.4
202508172128,146,28.2,76.1,23.6,26.3,27.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.9,1015.8
202508172128,151,25.4,87.0,23.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1013.9,1014.9
202508172128,152,26.9,73.7,21.8,25.0,27.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1004.8,1014.0
202508172128,155,27.8,85.5,25.1,26.5,28.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1010.9,1014.9
202508172128,156,28.5,76.8,24.0,27.7,28.0,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.0,1016.0
202508172128,159,26.9,86.8,24.5,23.5,27.1,29.3,28.7,28.2,27.3,28.3,26.3,25.1,20.1,18.5,1006.5,1014.4
202508172128,160,24.7,96.3,24.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.9
202508172128,162,25.6,91.4,24.1,25.1,27.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1011.3,1014.9
202508172128,163,27.4,86.0,24.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1015.3,1016.4
202508172128,165,27.4,88.7,25.4,25.1,27.9,29.1,29.0,28.8,28.4,28.9,26.4,24.3,21.1,17.8,1011.2,1016.3
202508172128,167,28.5,78.0,24.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1014.4,1015.4
202508172128,168,27.3,86.2,24.8,26.6,27.4,28.5,29.7,29.8,29.4,29.6,26.5,24.9,20.4,17.6,1008.1,1015.6
202508172128,169,26.0,94.2,25.0,27.3,25.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1007.3,1015.9
202508172128,170,25.7,81.6,22.3,26.1,26.0,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1012.1,1016.2
202508172128,172,26.2,89.8,24.4,25.4,26.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1009.9,1015.9
