TIME,STN,WD1,WS1,WDS,WSS,WD10,WS10,TA,RE,RN-15m,RN-60m,RN-12H,RN-DAY,HM,PA,PS,TD
202508161914,90,293.0,1.3,299.0,1.5,263.9,1.2,29.8,0.0,0.0,0.0,0.0,0.0,62.8,1008.4,1010.4,22.0
202508161914,92,250.0,1.9,260.0,2.1,260.0,2.5,29.4,-99.7,0.0,0.0,0.0,0.0,66.0,1003.1,1010.5,22.4
202508161914,93,272.5,1.6,290.0,2.3,271.3,1.7,29.0,0.0,0.0,0.0,0.0,0.0,71.6,1001.5,1012.3,23.4
202508161914,95,219.4,2.9,213.8,4.4,215.4,3.2,28.0,0.0,0.0,0.0,0.4,0.9,72.8,995.1,1012.6,22.7
202508161914,96,229.0,4.1,235.5,5.4,230.1,4.7,26.9,0.0,0.0,0.0,0.0,0.0,88.1,1001.2,1012.4,24.8
202508161914,98,263.2,2.0,256.1,3.2,248.5,1.4,27.0,0.0,0.0,0.0,0.0,0.0,79.6,999.4,1012.5,23.2
202508161914,99,325.9,0.4,304.0,0.5,306.8,0.7,26.8,0.0,0.0,0.0,0.0,0.0,84.9,1009.7,1013.2,24.0
202508161914,100,280.7,2.8,267.3,5.4,279.8,3.0,24.0,0.0,0.0,0.0,0.0,0.0,78.8,928.0,1012.7,20.1
202508161914,101,255.9,1.7,227.2,2.0,252.2,1.4,29.4,0.0,0.0,0.0,0.0,0.0,63.7,1003.0,1011.5,21.8
202508161914,102,197.9,3.3,202.6,4.1,196.4,3.1,26.4,0.0,0.0,0.0,0.0,0.0,88.3,1006.5,1010.6,24.3
202508161914,104,263.2,1.9,244.6,3.0,237.7,2.4,30.5,0.0,0.0,0.0,0.0,0.0,60.3,1001.4,1009.8,21.9
202508161914,105,250.4,2.0,247.0,3.2,247.2,2.9,32.5,0.0,0.0,0.0,0.0,0.0,48.7,1007.7,1010.7,20.3
202508161914,106,349.0,1.1,353.0,1.3,35.1,0.6,26.9,0.0,0.0,0.0,0.0,0.0,74.0,1006.8,1011.4,21.9
202508161914,108,244.8,2.9,237.9,3.8,245.4,2.8,29.0,0.0,0.0,0.0,0.0,0.0,65.9,1001.8,1011.4,22.0
202508161914,110,270.0,3.8,290.0,4.8,260.0,3.6,28.1,-99.7,0.0,0.0,0.0,0.0,88.0,1011.0,1013.1,25.9
202508161914,112,221.5,2.7,227.6,3.0,225.8,2.5,27.5,0.0,0.0,0.0,0.0,0.0,85.7,1005.0,1012.8,24.9
202508161914,113,230.0,3.7,230.0,4.5,220.0,4.0,27.3,-99.7,0.0,0.0,0.0,0.0,86.0,1012.4,1013.2,24.8
202508161914,114,223.3,0.8,205.4,1.3,231.9,1.0,29.3,0.0,0.0,0.0,0.0,0.0,69.6,994.5,1011.3,23.2
202508161914,115,206.0,3.8,205.8,4.5,208.2,3.6,26.5,0.0,0.0,0.0,0.0,0.0,85.1,987.2,1012.1,23.8
202508161914,116,236.0,0.8,52.0,3.5,242.1,0.9,23.4,0.0,0.0,0.0,0.0,0.0,88.2,943.7,1013.0,21.3
202508161914,119,298.6,2.3,300.2,2.8,287.0,1.6,28.0,0.0,0.0,0.0,0.0,0.0,75.5,1008.1,1012.6,23.3
202508161914,121,326.3,0.0,234.2,0.1,268.0,0.4,27.1,0.0,0.0,0.0,0.0,0.0,78.8,985.3,1012.3,23.1
202508161914,127,93.5,1.1,84.4,1.3,104.2,1.1,28.5,0.0,0.0,0.0,0.0,0.0,73.1,998.5,1011.4,23.2
202508161914,129,242.4,1.7,227.8,2.8,218.6,1.1,27.6,0.0,0.0,0.0,0.0,0.0,86.0,1010.3,1013.2,25.0
202508161914,130,290.8,0.7,294.7,0.9,261.0,0.7,28.1,0.0,0.0,0.0,0.0,0.0,83.7,1006.2,1011.7,25.1
202508161914,131,289.1,2.3,258.8,3.8,276.1,2.0,31.1,0.0,0.0,0.0,0.0,0.0,59.1,1005.4,1012.0,22.2
202508161914,133,347.7,0.3,39.6,1.2,255.9,0.8,30.1,0.0,0.0,0.0,0.0,0.0,63.3,1005.0,1012.6,22.4
202508161914,135,290.9,0.4,323.7,1.4,191.1,0.1,27.9,0.0,0.0,0.0,0.0,0.0,71.5,984.9,1012.3,22.3
202508161914,136,326.4,0.9,332.1,1.1,324.7,0.8,29.6,0.0,0.0,0.0,0.0,0.0,67.9,996.9,1012.7,23.1
202508161914,137,276.8,0.5,284.2,0.9,283.8,0.6,29.3,0.0,0.0,0.0,0.0,0.0,65.9,1000.6,1011.4,22.3
202508161914,138,318.6,2.1,320.4,2.1,308.9,1.7,33.1,0.0,0.0,0.0,0.0,0.0,49.1,1010.8,1011.2,21.0
202508161914,140,308.6,2.8,313.3,3.9,295.7,3.1,28.1,0.0,0.0,0.0,0.0,0.0,77.2,1010.6,1013.8,23.7
202508161914,143,306.7,1.1,327.4,2.3,170.6,1.8,32.2,0.0,0.0,0.0,0.0,0.0,53.7,1005.3,1011.4,21.6
202508161914,146,288.3,2.7,261.9,4.7,276.6,2.6,29.4,0.0,0.0,0.0,0.0,0.0,71.0,1006.1,1012.9,23.6
202508161914,151,200.0,2.2,210.0,2.5,180.0,2.1,30.3,-99.7,-99.9,-99.9,-99.9,-99.2,73.0,1011.1,1012.1,24.9
202508161914,152,238.3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,66.8,1002.1,1011.2,23.2
202508161914,155,138.0,1.1,214.0,2.3,138.1,1.8,29.6,0.0,0.0,0.0,0.0,0.0,77.8,1008.5,1012.4,25.3
202508161914,156,215.9,0.9,234.1,1.4,197.2,1.5,30.0,0.0,0.0,0.0,0.0,0.0,69.4,1004.9,1012.8,23.8
202508161914,159,194.5,3.6,198.8,4.3,191.4,3.3,29.4,0.0,0.0,0.0,0.0,0.0,69.7,1004.4,1012.2,23.3
202508161914,160,306.3,1.6,340.3,1.9,221.6,1.7,25.9,0.0,0.0,0.0,0.0,0.0,89.2,-99.7,-99.9,24.0
202508161914,162,132.9,0.8,123.0,1.4,138.2,1.4,27.2,0.0,-99.9,-99.9,-99.9,-99.2,79.1,1009.0,1012.6,23.3
202508161914,163,250.0,1.3,280.0,2.2,250.0,1.5,28.8,-99.7,0.0,0.0,0.0,0.0,68.0,1012.3,1013.4,22.3
202508161914,165,268.1,2.4,278.9,3.0,281.7,2.6,29.0,0.0,0.0,0.0,0.0,0.0,75.9,1008.4,1013.5,24.3
202508161914,167,250.0,4.8,260.0,6.0,240.0,4.8,30.1,-99.7,0.0,0.0,0.0,0.0,72.0,1012.0,1012.9,24.5
202508161914,168,234.4,4.2,232.4,4.6,226.5,3.4,28.6,0.0,0.0,0.0,0.0,0.0,71.1,1005.8,1013.2,22.9
202508161914,169,155.0,3.2,158.0,3.4,158.1,3.4,26.1,0.0,0.0,0.0,0.0,0.0,92.6,1005.0,1013.6,24.8
202508161914,170,260.0,2.5,292.0,3.6,258.5,2.4,28.8,0.0,0.0,0.0,0.0,0.0,70.0,1009.5,1013.5,22.8
202508161914,172,256.6,2.0,264.0,2.5,259.7,2.0,28.8,0.0,0.0,0.0,0.0,0.0,74.0,1006.7,1012.6,23.7
202508161914,174,245.1,1.3,253.4,1.7,271.1,0.7,26.1,0.0,0.0,0.0,0.0,0.0,82.4,993.1,1011.8,22.9
202508161914,175,66.8,0.7,73.1,0.9,338.5,1.0,23.9,0.0,0.0,0.0,0.0,0.0,91.5,961.3,1014.9,22.4
202508161914,177,263.6,2.0,248.1,3.2,256.0,2.5,28.4,0.0,0.0,0.0,0.0,0.0,76.1,1009.0,1012.1,23.8
202508161914,181,207.2,1.4,258.5,1.5,226.5,1.5,28.9,0.0,0.0,0.0,0.0,0.0,71.0,1008.9,1012.7,23.1
202508161914,182,60.0,3.1,80.0,3.4,60.0,2.9,28.3,-99.7,0.0,0.0,0.0,0.0,82.0,1011.4,1014.2,24.9
202508161914,184,46.3,2.3,58.2,3.3,51.6,2.6,29.5,0.0,0.0,0.0,0.0,0.0,68.6,1011.1,1013.4,23.1
202508161914,185,356.9,1.6,297.8,2.8,341.0,2.1,28.2,0.0,0.0,0.0,0.0,0.0,80.2,1005.7,1013.8,24.5
202508161914,188,154.7,0.6,141.7,1.1,143.8,0.9,28.6,0.0,0.0,0.0,0.0,0.0,76.7,1012.0,1014.3,24.1
202508161914,189,185.0,1.1,222.0,1.7,183.3,1.2,29.6,0.0,0.0,0.0,0.0,0.0,68.2,1008.3,1014.1,23.1
202508161914,192,161.5,0.4,129.3,1.2,168.7,0.6,29.6,0.0,0.0,0.0,0.0,0.0,74.4,1009.1,1012.4,24.6
202508161914,201,278.9,1.8,264.6,2.5,276.2,1.6,26.0,0.0,0.0,0.0,0.0,0.0,89.7,1008.0,1013.5,24.2
202508161914,202,244.6,2.0,247.6,2.9,244.2,2.1,28.6,0.0,0.0,0.0,0.0,0.0,71.7,1007.4,1012.7,23.0
