latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.49842,127.36871,335.5,0.38,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,303.81,5.46,D
36.73391,127.34941,338.91,0.38,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,305.75,5.42,D
36.82138,127.10005,338.99,0.38,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,300.56,1.58,D
36.84041,127.11315,331.52,0.38,0.36,2025-08-30,1327,N20,VIIRS,l,2.0NRT,302.24,3.55,D
36.93671,127.47118,337.65,0.38,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,299.29,4.32,D
37.0261,128.32254,336.53,0.39,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,304.13,3.92,D
37.39686,126.70285,330.19,0.39,0.36,2025-08-30,1327,N20,VIIRS,l,2.0NRT,304.36,3.73,D
37.44919,126.45299,330.61,0.39,0.36,2025-08-30,1327,N20,VIIRS,n,2.0NRT,300.58,1.87,D
35.09876,128.86021,314.64,0.4,0.44,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.27,1.77,N
35.36869,128.48743,311.29,0.42,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.74,1.39,N
35.37285,128.48805,310.79,0.42,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.06,1.24,N
35.44826,129.33931,307.67,0.57,0.43,2025-08-31,0148,N20,VIIRS,n,2.0NRT,294.2,5.47,N
35.97298,126.6056,306.61,0.54,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,291.24,2.42,N
36.03108,129.39801,315.16,0.57,0.43,2025-08-31,0148,N20,VIIRS,n,2.0NRT,294.58,6.26,N
36.03437,129.40498,311.49,0.57,0.43,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.81,5.38,N
36.03631,129.40614,319.84,0.57,0.43,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.73,4.76,N
36.98078,126.70498,306.55,0.54,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.27,1.81,N
36.98177,126.69262,306.48,0.54,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.46,2.89,N
36.98227,126.68642,311.17,0.55,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.37,2.34,N
36.98497,126.71177,325.88,0.54,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.38,5.47,N
36.98696,126.68704,315.37,0.55,0.51,2025-08-31,0148,N20,VIIRS,n,2.0NRT,292.25,2.26,N
37.0835,128.28064,306.27,0.45,0.47,2025-08-31,0148,N20,VIIRS,n,2.0NRT,291.64,1.05,N
37.42424,129.17088,311.76,0.41,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,293.96,1.72,N
37.48409,129.05513,326.44,0.41,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,294.96,3.51,N
37.48452,129.05061,319.09,0.41,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,295.49,3.43,N
37.59518,129.01292,305.9,0.42,0.45,2025-08-31,0148,N20,VIIRS,n,2.0NRT,293.37,0.78,N
37.60347,126.58389,307.84,0.56,0.52,2025-08-31,0148,N20,VIIRS,n,2.0NRT,289.98,1.03,N
33.79944,130.99103,334.63,0.46,0.39,2025-08-31,0150,N20,VIIRS,n,2.0NRT,294.08,5.7,N
33.88163,130.75623,311.68,0.47,0.4,2025-08-31,0150,N20,VIIRS,n,2.0NRT,291.39,2.31,N
33.91027,130.82338,314.88,0.47,0.39,2025-08-31,0150,N20,VIIRS,n,2.0NRT,291.55,2.53,N
33.92644,130.84174,316.09,0.47,0.39,2025-08-31,0150,N20,VIIRS,n,2.0NRT,291.85,3.85,N
33.94282,130.82928,316.65,0.47,0.39,2025-08-31,0150,N20,VIIRS,n,2.0NRT,291.89,4.65,N
33.94393,130.82649,322.89,0.47,0.4,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.37,2.03,N
34.92133,127.76807,306.71,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.65,2.59,N
34.92181,127.74079,305.98,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,291.74,1.65,N
34.92366,127.76614,307.58,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.39,3.73,N
34.92409,127.73835,306.6,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.07,1.46,N
34.92661,127.73645,314.02,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.34,1.65,N
34.9284,127.73898,308.63,0.45,0.47,2025-08-31,0150,N20,VIIRS,n,2.0NRT,292.82,1.46,N
36.98292,126.70982,305.73,0.66,0.73,2025-08-31,0328,N20,VIIRS,n,2.0NRT,287.21,2.31,N
36.98304,126.68597,307.37,0.66,0.73,2025-08-31,0328,N20,VIIRS,n,2.0NRT,286.88,2.2,N
36.98671,126.68908,307.15,0.66,0.73,2025-08-31,0328,N20,VIIRS,n,2.0NRT,287.13,3.93,N
33.79888,130.99017,331.64,0.41,0.37,2025-08-31,1308,N20,VIIRS,n,2.0NRT,292.76,3.68,D
36.78854,127.40237,340.51,0.5,0.41,2025-08-31,1310,N20,VIIRS,n,2.0NRT,294.41,3.05,D
37.24401,127.59509,327.78,0.49,0.4,2025-08-31,1310,N20,VIIRS,l,2.0NRT,301.27,3.86,D
37.30665,127.52798,329.68,0.49,0.4,2025-08-31,1310,N20,VIIRS,n,2.0NRT,295.22,2.31,D
37.30705,127.52435,328.7,0.49,0.4,2025-08-31,1310,N20,VIIRS,n,2.0NRT,295.87,1.91,D
