frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
127.67243000000057,02,05,00,70,20250822,144122,398504,31,37.08104000024055,127.67243000000029,37.08104000012027,충청북도 음성군 감곡면 영산리,진화중,충청북도 음성군 감곡면 영산리 산55-3임,20250822144122,초기 대응,4377037026
