frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,potfrCmpleDtm,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
129.2042153344554,03,05,00,100,20250828,093917,399484,31,37.04649698449806,129.20421533439213,37.046496984376915,강원특별자치도 삼척시 가곡면 풍곡리,2025-08-28 13:59:00,진화완료,강원특별자치도 삼척시 가곡면 풍곡리 산128-63임,20250828093917,초기 대응,5123035024
