frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
129.1922473652989,02,05,00,20250825,115239,399004,31,37.165712685046074,129.1922473652386,37.16571268493982,강원특별자치도 삼척시 가곡면 오목리,진화중,강원특별자치도 삼척시 가곡면 오목리 산53임,20250825115239,초기 대응,5123035021
