frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,potfrCmpleDtm,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
127.67243000000057,03,05,00,100,20250822,144122,398504,31,37.08104000024055,127.67243000000029,37.08104000012027,충청북도 음성군 감곡면 영산리,2025-08-22 17:00:00,진화완료,충청북도 음성군 감곡면 영산리 산55-3임,20250822144122,초기 대응,4377037026
