frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrOccrrPbmrl,frfrSttmnLctnYcrd,frfrSttmnAddr,potfrCmpleDtm,frfrPrgrsStcdNm,frfrOccrrWndrcCd,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
129.1922473652989,02,05,01,100,20250825,115239,399004,31,37.165712685046074,129.1922473652386,0.8,37.16571268493982,강원특별자치도 삼척시 가곡면 오목리,2025-08-25 18:30:00,진화중,서남서,강원특별자치도 삼척시 가곡면 오목리 산53임,20250825115239,산불 1단계,5123035021
128.36225468902936,05,05,00,,20250826,074744,399144,31,38.41643152156271,128.36225468902953,0.4,38.41643152162223,강원특별자치도 고성군 거진읍 냉천리,2025-08-26 09:27:00,산불외종료,남남동,강원특별자치도 고성군 거진읍 냉천리 산2임,20250826074744,초기 대응,5182025335
