frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,potfrCmpleDtm,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
129.3486469037937,03,05,00,100,20250831,163435,400184,31,37.08912178486877,129.3486469036836,37.0891217847546,경상북도 울진군 북면 주인리,2025-08-31 17:32:00,진화완료,경상북도 울진군 북면 주인리 산1-3임,20250831163435,초기 대응,4793031024
