frfrLctnXcrd,frfrPrgrsStcd,frfrOccrrTpcd,frfrStepIssuCd,frfrPotfrRt,frfrSttmnDt,frfrSttmnHms,frfrInfoId,frfrOccrrStcd,frfrLctnYcrd,frfrSttmnLctnXcrd,frfrSttmnLctnYcrd,frfrSttmnAddr,potfrCmpleDtm,frfrPrgrsStcdNm,frfrSttmnAddrDe,frfrFrngDtm,frfrStepIssuNm,lgdngCd
129.02507090554587,03,05,00,100,20250829,152656,399744,31,36.951701661529135,129.0250709055155,36.95170166139492,경상북도 봉화군 소천면 현동리,2025-08-29 17:22:00,진화완료,경상북도 봉화군 소천면 현동리 산5-1임,20250829152656,초기 대응,4792035021
128.06170066239244,05,05,00,,20250829,183744,399804,31,36.519566388871404,128.06170066239108,36.51956638868311,경상북도 상주시 은척면 봉상리,2025-08-29 19:34:00,산불외종료,경상북도 상주시 은척면 봉상리 산28-1임,20250829183744,초기 대응,4725044022
