TIME,STN,LON,LAT,CH_LOW,CH_MID,CH_TOP,CA_TOT
202508100158,90,128.56472778,38.25085068,7620,7620,7620,0.0
202508100158,93,127.75443268,37.94738007,7620,7620,7620,0.0
202508100158,95,127.30419922,38.14786911,7620,7620,7620,0.0
202508100158,98,127.06069946,37.90187836,7620,7620,7620,0.0
202508100158,99,126.76647949,37.88589096,7620,7620,7620,0.0
202508100158,100,128.71833801,37.67713165,7620,7620,7620,1.0
202508100158,101,127.73570251,37.90261841,309,7620,7620,2.0
202508100158,102,124.71237183,37.97396088,7620,7620,7620,0.0
202508100158,104,128.85534668,37.80456161,7620,7620,7620,0.0
202508100158,105,128.89099121,37.75146866,7620,7620,7620,0.0
202508100158,106,129.12432861,37.50709152,7620,7620,7620,0.0
202508100158,108,126.96579742,37.57141876,7620,7620,7620,1.0
202508100158,112,126.62490082,37.47771835,7620,7620,7620,0.0
202508100158,114,127.94658661,37.33749008,7620,7620,7620,0.0
202508100158,115,130.89863586,37.48128891,2048,7620,7620,8.0
202508100158,119,126.98300171,37.25746155,7620,7620,7620,0.0
202508100158,121,128.45742798,37.18125916,7620,7620,7620,1.0
202508100158,127,127.95249939,36.97045135,7620,7620,7620,1.0
202508100158,129,126.49389648,36.77658081,7620,7620,7620,0.0
202508100158,130,129.41278076,36.99176025,7620,7620,7620,0.0
202508100158,131,127.44065857,36.63924026,7620,7620,7620,0.0
202508100158,133,127.37210083,36.37199020,5687,7620,7620,7.0
202508100158,135,127.99458313,36.22024918,132,340,3078,7.0
202508100158,136,128.70733643,36.57292938,7620,7620,7620,0.0
202508100158,138,129.38002014,36.03200912,3811,7620,7620,1.0
202508100158,140,126.76135254,36.00529861,3495,7620,7620,8.0
202508100158,143,128.65295410,35.87797165,450,7620,7620,6.0
202508100158,146,127.11717987,35.84091949,130,7620,7620,1.0
202508100158,152,129.33468628,35.58237076,4645,5268,7620,1.0
202508100158,155,128.57281494,35.17018890,1384,7620,7620,3.0
202508100158,156,126.89156342,35.17293930,384,7620,7620,8.0
202508100158,159,129.03202820,35.10467911,1755,7620,7620,7.0
202508100158,162,128.43560791,34.84540939,904,1230,7620,8.0
202508100158,165,126.38150787,34.81732178,18,683,7620,7.0
202508100158,168,127.74063110,34.73928833,336,7620,7620,4.0
202508100158,169,125.45104980,34.68719101,182,381,7620,1.0
202508100158,170,126.70182037,34.39590073,90,288,7620,1.0
202508100158,172,126.59899902,35.34823990,131,7620,7620,7.0
202508100158,174,127.36940002,35.02040100,336,7620,7620,3.0
202508100158,177,126.68772125,36.65758896,7620,7620,7620,0.0
202508100158,181,127.38458252,36.63993835,7620,7620,7620,0.0
202508100158,184,126.52969360,33.51411057,1920,2213,7620,1.0
202508100158,185,126.16282654,33.29381943,2286,7620,7620,7.0
202508100158,188,126.88020325,33.38676834,295,7620,7620,6.0
202508100158,189,126.56529999,33.24615860,2108,7620,7620,3.0
202508100158,192,128.04003906,35.16378021,304,1226,7620,7.0
202508100158,201,126.44634247,37.70738983,7620,7620,7620,0.0
202508100158,202,127.49446106,37.48862839,91,7620,7620,7.0
202508100158,203,127.48420715,37.26398849,7620,7620,7620,0.0
202508100158,211,128.16810608,38.05990982,258,7620,7620,8.0
202508100158,212,127.88043213,37.68360138,155,7620,7620,8.0
202508100158,216,128.98928833,37.17037964,7620,7620,7620,1.0
202508100158,217,128.67347717,37.37731934,81,7620,7620,8.0
202508100158,221,128.19433594,37.15927887,7620,7620,7620,0.0
202508100158,226,127.73415375,36.48760986,3310,6829,7620,1.0
202508100158,232,127.29282379,36.76216888,7620,7620,7620,0.0
202508100158,235,126.55744171,36.32723999,7620,7620,7620,1.0
202508100158,236,126.92079163,36.27241898,5617,7620,7620,6.0
202508100158,238,127.48175049,36.10562897,426,7620,7620,7.0
202508100158,239,127.24437714,36.48522186,993,7620,7620,7.0
202508100158,243,126.71656799,35.72961044,7620,7620,7620,9.0
202508100158,244,127.28556061,35.61203003,1202,7620,7620,9.0
202508100158,245,126.83904266,35.56336975,68,7620,7620,6.0
202508100158,247,127.39652252,35.42129898,121,809,1005,2.0
202508100158,248,127.52030945,35.65695953,7620,7620,7620,6.0
202508100158,251,126.69699860,35.42660904,7620,7620,7620,9.0
202508100158,252,126.47783661,35.28366089,7620,7620,7620,9.0
202508100158,253,128.89074707,35.22980881,7620,7620,7620,9.0
202508100158,254,127.12860107,35.37131119,7620,7620,7620,8.0
202508100158,257,129.02009583,35.30736923,626,7620,7620,8.0
202508100158,258,127.21225739,34.76335144,130,7620,7620,2.0
202508100158,259,126.78408051,34.64456940,225,717,1030,5.0
202508100158,260,126.91950989,34.68886185,1411,1716,7620,6.0
202508100158,261,126.56906891,34.55374908,740,7620,7620,8.0
202508100158,262,127.27571869,34.61825943,789,7620,7620,8.0
202508100158,263,128.28811646,35.32257843,7620,7620,7620,2.0
202508100158,264,127.74537659,35.51137924,7620,7620,7620,9.0
202508100158,266,127.69139862,34.94340134,246,7620,7620,1.0
202508100158,268,126.25846100,34.47296143,297,7620,7620,7.0
202508100158,271,128.91448975,36.94361115,7620,7620,7620,0.0
202508100158,272,128.51687622,36.87182999,7620,7620,7620,0.0
202508100158,273,128.14878845,36.62726974,7620,7620,7620,0.0
202508100158,276,129.04005432,36.43510056,69,7620,7620,7.0
202508100158,277,129.40925598,36.53337097,7620,7620,7620,5.0
202508100158,278,128.68864441,36.35609818,1627,7620,7620,7.0
202508100158,279,128.32055664,36.13055038,234,3248,7620,7.0
202508100158,281,128.95140076,35.97742081,3406,7620,7620,2.0
202508100158,283,129.20123291,35.81747055,927,7620,7620,8.0
202508100158,284,127.90989685,35.66738892,1041,1182,1222,3.0
202508100158,285,128.16993713,35.56504822,7620,7620,7620,8.0
202508100158,288,128.74412537,35.49147034,169,7620,7620,7.0
202508100158,289,127.87909698,35.41299820,7620,7620,7620,8.0
202508100158,294,128.60458374,34.88817978,944,1402,1767,8.0
202508100158,295,127.92640686,34.81661987,4252,7620,7620,8.0
202508100158,296,128.96023560,35.21778107,1989,7620,7620,2.0
