TIME,STN,LON,LAT,S,VIS1,VIS10,WW1,WW15
202508161843,90,128.56472778,38.25085068,1,50000,-999,53,-999
202508161843,95,127.30419922,38.14786911,2,50000,-999,0,-999
202508161843,98,127.06069946,37.90187836,2,50000,-999,0,-999
202508161843,99,126.76647949,37.88589096,2,50000,-999,0,-999
202508161843,100,128.71833801,37.67713165,2,49592,-999,0,-999
202508161843,101,127.73570251,37.90261841,2,50000,-999,0,-999
202508161843,102,124.71237183,37.97396088,2,23498,-999,0,-999
202508161843,104,128.85534668,37.80456161,1,37554,-999,0,-999
202508161843,105,128.89099121,37.75146866,2,50000,-999,0,-999
202508161843,106,129.12432861,37.50709152,2,50000,-999,0,-999
202508161843,108,126.96579742,37.57141876,1,31967,-999,0,-999
202508161843,112,126.62490082,37.47771835,1,50000,-999,0,-999
202508161843,114,127.94658661,37.33749008,1,50000,-999,0,-999
202508161843,115,130.89863586,37.48128891,1,44070,-999,0,-999
202508161843,119,126.98300171,37.25746155,2,50000,-999,-999,-999
202508161843,121,128.45742798,37.18125916,1,50000,-999,0,-999
202508161843,127,127.95249939,36.97045135,2,50000,-999,0,-999
202508161843,129,126.49389648,36.77658081,2,50000,-999,-999,-999
202508161843,131,127.44065857,36.63924026,2,50000,-999,0,-999
202508161843,133,127.37210083,36.37199020,1,50000,-999,0,-999
202508161843,135,127.99458313,36.22024918,2,36167,-999,0,-999
202508161843,136,128.70733643,36.57292938,2,50000,-999,0,-999
202508161843,137,128.15740967,36.40837097,2,50000,-999,0,-999
202508161843,138,129.38002014,36.03200912,2,50000,-999,0,-999
202508161843,143,128.65295410,35.87797165,2,50000,-999,0,-999
202508161843,146,127.11717987,35.84091949,2,46572,-999,0,-999
202508161843,155,128.57281494,35.17018890,1,50000,-999,0,-999
202508161843,156,126.89156342,35.17293930,1,49013,-999,0,-999
202508161843,159,129.03202820,35.10467911,1,31218,-999,0,-999
202508161843,165,126.38150787,34.81732178,1,50000,-999,0,-999
202508161843,168,127.74063110,34.73928833,2,50000,-999,0,-999
202508161843,169,125.45104980,34.68719101,2,27390,-999,0,-999
