TIME,STN,TA,HM,TD,TG,TS,TE0.05,TE0.1,TE0.2,TE0.3,TE0.5,TE1.0,TE1.5,TE3.0,TE5.0,PA,PS
202509081153,90,26.4,60.9,18.3,40.2,38.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1008.2,1010.2
202509081153,92,27.6,55.0,17.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1002.5,1010.0
202509081153,93,24.5,75.8,20.0,39.1,32.8,28.2,27.0,26.0,26.3,27.1,27.3,26.2,23.6,20.2,1001.0,1011.9
202509081153,95,25.8,67.6,19.4,42.5,35.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,994.6,1012.2
202509081153,96,26.0,71.8,20.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.8,1011.0
202509081153,98,26.7,65.4,19.7,44.1,34.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.6,1011.7
202509081153,99,25.2,78.7,21.2,38.6,33.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1009.0,1012.5
202509081153,100,26.2,49.2,14.7,47.7,33.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,926.5,1010.3
202509081153,101,25.1,69.9,19.2,40.3,35.1,27.0,26.5,26.4,26.9,27.7,26.7,25.2,21.1,16.9,1002.5,1011.2
202509081153,102,25.9,56.6,16.6,33.4,30.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1006.2,1010.3
202509081153,104,29.4,45.5,16.4,38.2,33.1,26.5,25.6,25.2,25.6,25.9,25.8,24.4,19.9,15.5,1000.6,1009.0
202509081153,105,31.1,38.3,15.3,49.2,39.0,26.7,26.3,25.9,26.9,27.2,28.0,23.8,18.8,15.8,1007.3,1010.3
202509081153,106,29.3,47.2,16.9,46.1,49.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1006.0,1010.6
202509081153,108,26.4,67.3,19.9,39.1,31.5,25.2,25.2,24.8,25.3,27.3,26.5,26.4,22.9,18.7,1000.5,1010.2
202509081153,110,28.7,56.0,19.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1009.8,1011.9
202509081153,112,26.9,69.6,20.9,38.1,33.3,26.2,25.9,25.7,26.1,26.3,25.9,24.4,20.9,16.7,1003.6,1011.4
202509081153,113,27.7,64.0,20.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1011.3,1012.1
202509081153,114,25.8,64.8,18.7,40.1,34.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,993.4,1010.4
202509081153,115,28.0,73.0,22.7,41.5,47.3,30.5,27.4,25.9,24.6,26.0,23.5,22.1,17.2,14.6,986.1,1010.8
202509081153,116,22.8,68.3,16.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,942.0,1011.3
202509081153,119,25.7,67.4,19.2,33.5,29.8,25.9,25.6,26.1,26.5,26.8,26.3,24.8,20.6,16.0,1006.8,1011.3
202509081153,121,25.3,72.5,20.0,42.9,33.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,984.2,1011.3
202509081153,127,25.6,70.3,19.8,38.5,32.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.8,1010.8
202509081153,129,25.7,66.2,18.9,30.3,27.5,26.5,25.7,25.3,25.7,26.0,25.9,25.9,20.2,18.5,1008.7,1011.6
202509081153,130,27.4,60.2,19.0,40.6,33.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1005.8,1011.4
202509081153,131,25.7,69.5,19.7,33.5,30.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1004.6,1011.3
202509081153,133,24.7,78.2,20.7,30.3,27.8,27.0,26.6,26.7,27.0,27.8,27.7,26.5,22.9,19.1,1004.1,1011.9
202509081153,135,22.5,78.9,18.7,28.3,24.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,983.8,1011.7
202509081153,136,25.0,65.4,18.1,34.7,33.0,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,996.1,1012.2
