TIME,STN,LON,LAT,CH_LOW,CH_MID,CH_TOP,CA_TOT
202508100140,90,128.56472778,38.25085068,7620,7620,7620,0.0
202508100140,93,127.75443268,37.94738007,7620,7620,7620,0.0
202508100140,95,127.30419922,38.14786911,7620,7620,7620,0.0
202508100140,98,127.06069946,37.90187836,7620,7620,7620,0.0
202508100140,99,126.76647949,37.88589096,7620,7620,7620,0.0
202508100140,100,128.71833801,37.67713165,7620,7620,7620,1.0
202508100140,101,127.73570251,37.90261841,7620,7620,7620,0.0
202508100140,102,124.71237183,37.97396088,7620,7620,7620,0.0
202508100140,104,128.85534668,37.80456161,7620,7620,7620,0.0
202508100140,105,128.89099121,37.75146866,7620,7620,7620,0.0
202508100140,106,129.12432861,37.50709152,7620,7620,7620,0.0
202508100140,108,126.96579742,37.57141876,7620,7620,7620,1.0
202508100140,112,126.62490082,37.47771835,7620,7620,7620,0.0
202508100140,114,127.94658661,37.33749008,7620,7620,7620,0.0
202508100140,115,130.89863586,37.48128891,2039,7620,7620,8.0
202508100140,119,126.98300171,37.25746155,7620,7620,7620,0.0
202508100140,121,128.45742798,37.18125916,7620,7620,7620,1.0
202508100140,127,127.95249939,36.97045135,7620,7620,7620,1.0
202508100140,129,126.49389648,36.77658081,7620,7620,7620,0.0
202508100140,130,129.41278076,36.99176025,7620,7620,7620,0.0
202508100140,131,127.44065857,36.63924026,7620,7620,7620,0.0
202508100140,133,127.37210083,36.37199020,5669,7620,7620,2.0
202508100140,135,127.99458313,36.22024918,365,2164,3108,7.0
202508100140,136,128.70733643,36.57292938,7620,7620,7620,0.0
202508100140,138,129.38002014,36.03200912,7620,7620,7620,2.0
202508100140,140,126.76135254,36.00529861,2266,7620,7620,8.0
202508100140,143,128.65295410,35.87797165,383,7620,7620,1.0
202508100140,146,127.11717987,35.84091949,835,7620,7620,4.0
202508100140,152,129.33468628,35.58237076,5178,7620,7620,6.0
202508100140,155,128.57281494,35.17018890,1564,7620,7620,3.0
202508100140,156,126.89156342,35.17293930,320,7620,7620,8.0
202508100140,159,129.03202820,35.10467911,341,7620,7620,6.0
202508100140,162,128.43560791,34.84540939,992,7620,7620,8.0
202508100140,165,126.38150787,34.81732178,86,485,7565,8.0
202508100140,168,127.74063110,34.73928833,504,7620,7620,6.0
202508100140,169,125.45104980,34.68719101,410,7620,7620,8.0
202508100140,170,126.70182037,34.39590073,425,7620,7620,7.0
202508100140,172,126.59899902,35.34823990,1021,7620,7620,1.0
202508100140,174,127.36940002,35.02040100,428,7620,7620,5.0
202508100140,177,126.68772125,36.65758896,7620,7620,7620,0.0
202508100140,181,127.38458252,36.63993835,7620,7620,7620,0.0
202508100140,184,126.52969360,33.51411057,4727,7620,7620,2.0
202508100140,185,126.16282654,33.29381943,2479,7620,7620,8.0
202508100140,188,126.88020325,33.38676834,259,7620,7620,4.0
202508100140,189,126.56529999,33.24615860,140,7620,7620,4.0
202508100140,192,128.04003906,35.16378021,304,883,7620,8.0
202508100140,201,126.44634247,37.70738983,7620,7620,7620,0.0
202508100140,202,127.49446106,37.48862839,91,7620,7620,6.0
202508100140,203,127.48420715,37.26398849,7620,7620,7620,0.0
202508100140,211,128.16810608,38.05990982,272,7620,7620,8.0
202508100140,212,127.88043213,37.68360138,146,7620,7620,8.0
202508100140,216,128.98928833,37.17037964,7620,7620,7620,3.0
202508100140,217,128.67347717,37.37731934,99,7620,7620,6.0
202508100140,221,128.19433594,37.15927887,7620,7620,7620,0.0
202508100140,226,127.73415375,36.48760986,7620,7620,7620,0.0
202508100140,232,127.29282379,36.76216888,7620,7620,7620,1.0
202508100140,235,126.55744171,36.32723999,7620,7620,7620,1.0
202508100140,236,126.92079163,36.27241898,5631,7620,7620,3.0
202508100140,238,127.48175049,36.10562897,426,7620,7620,7.0
202508100140,239,127.24437714,36.48522186,928,7620,7620,5.0
202508100140,243,126.71656799,35.72961044,7620,7620,7620,9.0
202508100140,244,127.28556061,35.61203003,201,7620,7620,8.0
202508100140,245,126.83904266,35.56336975,107,7620,7620,5.0
202508100140,247,127.39652252,35.42129898,121,731,7620,3.0
202508100140,248,127.52030945,35.65695953,7620,7620,7620,9.0
202508100140,251,126.69699860,35.42660904,3240,7620,7620,8.0
202508100140,252,126.47783661,35.28366089,7620,7620,7620,9.0
202508100140,253,128.89074707,35.22980881,1980,7620,7620,8.0
202508100140,254,127.12860107,35.37131119,7620,7620,7620,8.0
