TIME,STN,TA,HM,TD,TG,TS,TE0.05,TE0.1,TE0.2,TE0.3,TE0.5,TE1.0,TE1.5,TE3.0,TE5.0,PA,PS
202508100140,90,22.1,91.2,20.6,21.2,22.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.9,1001.9
202508100140,92,23.1,67.0,16.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,994.3,1001.8
202508100140,93,19.4,95.4,18.6,18.6,21.6,24.0,26.2,27.5,28.2,28.6,27.8,25.7,21.0,18.1,992.5,1003.6
202508100140,95,18.4,98.9,18.2,18.4,21.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,986.0,1004.0
202508100140,96,21.6,98.8,21.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,992.0,1003.3
202508100140,98,19.1,99.9,19.1,18.0,20.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,989.8,1003.2
202508100140,99,19.2,99.8,19.2,19.1,22.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1000.0,1003.6
202508100140,100,13.8,97.1,13.3,12.6,15.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,918.7,1006.0
202508100140,101,19.5,92.0,18.2,17.5,22.0,25.3,26.4,27.2,28.3,28.5,26.4,24.1,19.6,15.9,994.1,1002.9
202508100140,102,20.9,89.1,19.0,19.2,21.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.1,1002.2
202508100140,104,20.4,79.3,16.7,17.7,20.8,24.6,25.8,27.1,27.4,27.0,25.8,23.9,18.4,14.6,992.6,1001.3
202508100140,105,23.0,63.1,15.6,19.3,19.9,23.8,24.7,25.9,27.3,27.3,26.9,24.6,19.0,16.4,999.1,1002.2
202508100140,106,20.8,72.7,15.7,17.6,19.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.7,1002.4
202508100140,108,22.3,85.1,19.7,19.0,22.1,23.8,24.7,25.6,26.0,27.4,26.1,25.1,19.8,16.6,991.7,1001.5
202508100140,110,21.3,100.0,21.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1000.7,1002.8
202508100140,112,23.4,75.9,18.9,19.6,23.1,25.5,25.7,26.2,26.8,26.5,25.6,23.5,19.2,15.3,994.4,1002.3
202508100140,113,23.4,83.0,20.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1002.0,1002.8
202508100140,114,19.4,82.7,16.4,15.8,19.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,984.9,1002.2
202508100140,115,24.0,86.9,21.7,22.4,22.9,24.2,24.7,25.9,25.6,24.4,22.7,21.1,16.3,13.9,977.7,1002.6
202508100140,116,19.8,94.3,18.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,933.1,1002.6
202508100140,119,21.9,89.1,20.0,20.6,21.9,25.2,26.0,27.0,27.2,27.0,25.7,23.6,18.4,14.7,997.5,1002.1
202508100140,121,17.7,95.9,17.0,16.4,19.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,976.3,1004.0
202508100140,127,20.2,89.8,18.5,18.7,21.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,988.5,1001.7
202508100140,129,21.4,94.7,20.5,20.0,23.5,23.9,25.0,25.9,26.2,26.2,25.0,24.2,18.3,17.3,999.4,1002.3
202508100140,130,21.0,83.9,18.2,18.6,21.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,996.6,1002.2
202508100140,131,22.5,82.4,19.4,21.6,23.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,995.1,1001.8
202508100140,133,22.5,93.6,21.4,22.0,23.3,26.3,27.2,28.0,28.4,28.7,28.2,26.1,21.5,17.8,994.3,1002.0
202508100140,135,21.2,94.5,20.3,22.1,22.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,974.5,1002.3
202508100140,136,21.2,95.0,20.4,20.7,22.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,987.1,1003.3
202508100140,137,21.6,95.0,20.8,21.5,23.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,990.7,1001.7
202508100140,138,23.0,87.2,20.8,22.0,24.1,26.0,26.8,27.7,27.8,27.0,24.7,23.2,19.2,16.7,1001.4,1001.9
202508100140,140,23.1,93.2,21.9,22.2,23.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.2,1002.4
202508100140,143,22.4,93.2,21.2,22.5,23.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,995.9,1002.1
202508100140,146,22.5,92.3,21.2,22.3,23.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,994.9,1001.8
202508100140,151,22.1,96.0,21.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1001.6,1002.6
202508100140,152,21.3,93.1,20.1,21.6,23.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,992.6,1001.9
202508100140,155,22.0,96.9,21.5,23.2,24.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.3,1002.3
202508100140,156,22.1,95.3,21.3,24.3,24.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,992.8,1000.8
202508100140,159,22.8,90.6,21.2,21.5,24.0,25.3,24.7,25.2,25.7,27.8,26.5,24.9,19.5,18.2,994.3,1002.2
202508100140,160,20.4,99.9,20.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.9
202508100140,162,21.6,96.5,21.0,22.2,22.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.1,1001.7
202508100140,163,25.4,94.0,24.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.0,1000.1
202508100140,165,24.8,100.0,24.8,24.7,25.2,26.1,26.2,26.6,26.9,26.9,26.8,24.5,20.6,17.4,995.2,1000.3
202508100140,167,22.2,98.0,21.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1001.6,1002.6
202508100140,168,22.3,94.0,21.3,22.2,24.5,24.4,25.2,26.7,27.2,28.4,27.3,24.7,19.5,17.3,994.8,1002.3
202508100140,169,24.4,96.8,23.9,25.0,24.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,991.6,1000.1
202508100140,170,23.8,97.6,23.4,23.7,23.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.3,1001.3
202508100140,172,22.2,97.9,21.9,22.8,23.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,994.9,1000.9
202508100140,174,20.9,93.9,19.9,21.3,23.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,982.2,1001.0
202508100140,175,23.7,99.9,23.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,948.3,1001.2
202508100140,177,22.4,85.3,19.8,20.7,21.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.2,1001.4
202508100140,181,21.4,89.0,19.5,20.4,23.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.5,1002.4
202508100140,182,27.9,84.0,24.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,998.9,1001.6
202508100140,184,28.5,80.8,24.9,26.9,26.7,28.8,30.2,30.4,30.4,30.1,28.8,27.9,25.7,20.4,998.5,1000.8
202508100140,185,26.5,91.7,25.0,25.7,26.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,993.7,1001.7
202508100140,188,27.5,97.6,27.1,27.0,27.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.8,1002.1
202508100140,189,27.2,93.4,26.0,26.8,27.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,996.7,1002.5
202508100140,192,19.8,97.0,19.3,23.1,24.1,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.2,1002.6
202508100140,201,19.7,95.8,19.0,18.2,20.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.8,1003.3
202508100140,202,20.8,94.7,19.9,19.1,23.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,997.5,1002.9
202508100140,203,19.9,99.8,19.9,18.1,20.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,994.2,1003.4
202508100140,211,20.3,89.0,18.4,20.0,-99.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,980.2,1003.3
202508100140,212,20.6,93.0,19.4,20.0,21.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,987.5,1003.6
202508100140,216,14.6,95.5,13.9,14.5,16.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,924.1,1004.8
202508100140,217,17.4,91.0,15.9,17.7,21.8,23.8,26.1,25.8,26.6,-99.7,-99.7,-99.7,-99.7,-99.7,968.4,1004.2
202508100140,221,17.8,99.8,17.8,16.9,20.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,972.7,1003.1
202508100140,226,20.3,99.8,20.3,19.2,22.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,982.8,1002.4
202508100140,229,23.0,88.2,20.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,989.6,1001.5
202508100140,230,23.4,91.2,21.9,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1001.7,1003.1
202508100140,232,19.5,99.4,19.4,19.0,22.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,993.3,1003.1
202508100140,235,22.4,86.4,20.0,21.8,24.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.9,1001.0
202508100140,236,22.4,90.1,20.7,21.5,23.4,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1000.5,1002.0
202508100140,238,22.2,98.8,22.0,22.4,23.5,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,982.4,1002.0
202508100140,239,22.2,87.9,20.1,21.7,23.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,991.7,1001.9
202508100140,243,22.4,95.8,21.7,22.7,23.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,1000.2,1001.6
202508100140,244,21.5,96.7,21.0,21.7,23.0,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,973.4,1001.4
202508100140,245,22.3,97.0,21.8,22.1,23.2,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,993.6,1001.4
202508100140,247,21.7,99.9,21.7,21.9,22.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,987.0,1002.2
202508100140,248,20.6,99.9,20.6,20.6,21.6,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,956.5,1002.3
202508100140,251,22.1,87.8,20.0,22.8,23.6,24.8,26.5,27.0,27.1,-99.7,-99.7,-99.7,-99.7,-99.7,993.7,1000.4
202508100140,252,22.0,91.3,20.5,21.6,22.8,24.5,25.0,27.2,27.2,-99.7,-99.7,-99.7,-99.7,-99.7,996.7,1001.0
202508100140,253,22.3,99.4,22.2,22.8,25.0,27.1,27.8,28.1,28.2,-99.7,-99.7,-99.7,-99.7,-99.7,996.7,1003.0
202508100140,254,21.7,96.7,21.2,20.9,22.3,19.5,25.1,25.8,26.5,-99.7,-99.7,-99.7,-99.7,-99.7,986.7,1001.5
202508100140,255,22.9,98.0,22.6,23.2,22.7,25.5,27.8,28.0,28.9,-99.7,-99.7,-99.7,-99.7,-99.7,996.8,1002.6
202508100140,257,22.1,100.0,22.1,22.3,24.0,25.1,24.8,25.1,26.6,-99.7,-99.7,-99.7,-99.7,-99.7,1000.8,1001.5
202508100140,258,22.3,99.9,22.3,22.3,23.4,23.9,25.1,25.2,26.1,26.3,24.7,-99.7,-99.7,-99.7,1002.5,1002.7
202508100140,259,23.3,100.0,23.3,23.8,24.5,25.6,26.0,26.4,27.4,-99.7,-99.7,-99.7,-99.7,-99.7,999.5,1001.3
202508100140,260,23.0,99.0,22.8,22.3,23.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,996.3,1001.3
202508100140,261,24.4,99.0,24.2,24.6,24.8,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,999.1,1001.0
202508100140,262,22.8,95.1,22.0,23.1,24.3,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,-99.7,995.6,1001.5
