TIME,STN,LON,LAT,S,VIS1,VIS10,WW1,WW15
202508100140,90,128.56472778,38.25085068,1,50000,-999,0,-999
202508100140,95,127.30419922,38.14786911,2,27153,-999,0,-999
202508100140,98,127.06069946,37.90187836,2,26543,-999,0,-999
202508100140,99,126.76647949,37.88589096,2,5856,-999,0,-999
202508100140,100,128.71833801,37.67713165,2,9227,-999,4,-999
202508100140,101,127.73570251,37.90261841,2,17780,-999,0,-999
202508100140,102,124.71237183,37.97396088,2,39565,-999,0,-999
202508100140,104,128.85534668,37.80456161,1,50000,-999,0,-999
202508100140,105,128.89099121,37.75146866,2,50000,-999,0,-999
202508100140,106,129.12432861,37.50709152,2,49750,-999,0,-999
202508100140,108,126.96579742,37.57141876,1,19446,-999,0,-999
202508100140,112,126.62490082,37.47771835,1,46170,-999,0,-999
202508100140,114,127.94658661,37.33749008,1,50000,-999,0,-999
202508100140,115,130.89863586,37.48128891,1,30090,-999,0,-999
202508100140,119,126.98300171,37.25746155,2,14330,-999,-999,-999
202508100140,121,128.45742798,37.18125916,1,30300,-999,0,-999
202508100140,127,127.95249939,36.97045135,2,36772,-999,0,-999
202508100140,129,126.49389648,36.77658081,2,9070,-999,-999,-999
202508100140,131,127.44065857,36.63924026,2,30259,-999,0,-999
202508100140,133,127.37210083,36.37199020,1,17890,-999,0,-999
202508100140,135,127.99458313,36.22024918,2,4617,-999,10,-999
202508100140,136,128.70733643,36.57292938,2,9484,-999,4,-999
202508100140,137,128.15740967,36.40837097,2,10810,-999,0,-999
202508100140,138,129.38002014,36.03200912,2,18800,-999,0,-999
202508100140,143,128.65295410,35.87797165,2,10851,-999,10,-999
202508100140,146,127.11717987,35.84091949,2,1785,-999,63,-999
202508100140,155,128.57281494,35.17018890,1,13105,-999,0,-999
202508100140,156,126.89156342,35.17293930,1,12145,-999,62,-999
202508100140,159,129.03202820,35.10467911,1,5521,-999,62,-999
202508100140,165,126.38150787,34.81732178,1,24930,-999,61,-999
202508100140,168,127.74063110,34.73928833,2,17371,-999,81,-999
202508100140,169,125.45104980,34.68719101,2,11748,-999,0,-999
202508100140,170,126.70182037,34.39590073,1,731,-999,63,-999
202508100140,172,126.59899902,35.34823990,2,2250,-999,62,-999
202508100140,174,127.36940002,35.02040100,1,16807,-999,81,-999
202508100140,177,126.68772125,36.65758896,2,19790,-999,0,-999
202508100140,184,126.52969360,33.51411057,1,28950,-999,0,-999
202508100140,189,126.56529999,33.24615860,1,4675,-999,61,-999
202508100140,192,128.04003906,35.16378021,2,3821,-999,61,-999
202508100140,201,126.44634247,37.70738983,1,30328,-999,0,-999
202508100140,202,127.49446106,37.48862839,1,11213,-999,0,-999
202508100140,203,127.48420715,37.26398849,1,4590,-999,4,-999
202508100140,211,128.16714478,38.05986023,2,28654,-999,0,-999
202508100140,212,127.88043213,37.68360138,2,15217,-999,0,-999
202508100140,216,128.98928833,37.17037964,1,35495,-999,0,-999
202508100140,217,128.64590454,37.38148880,2,29654,-999,0,-999
202508100140,221,128.19433594,37.15927887,1,20243,-999,0,-999
202508100140,226,127.73415375,36.48760986,1,6509,-999,4,-999
202508100140,232,127.29282379,36.76216888,1,16658,-999,0,-999
202508100140,235,126.55744171,36.32723999,1,41345,-999,0,-999
202508100140,236,126.92079163,36.27241898,1,30373,-999,0,-999
202508100140,238,127.48175049,36.10562897,1,11153,-999,61,-999
202508100140,239,127.24437714,36.48522186,2,17800,-999,0,-999
202508100140,243,126.71656799,35.72961044,1,2869,-999,62,-999
202508100140,244,127.28556061,35.61203003,1,6060,-999,61,-999
202508100140,245,126.83904266,35.56336975,1,2254,-999,63,-999
202508100140,247,127.39652252,35.42129898,1,4242,-999,62,-999
202508100140,248,127.52030945,35.65695953,1,2306,-999,63,-999
202508100140,251,126.69699860,35.42660904,2,6761,-999,63,-999
202508100140,252,126.47783661,35.28366089,2,2659,-999,62,-999
202508100140,253,128.89074707,35.22980881,2,3769,-999,10,-999
202508100140,254,127.12860107,35.37131119,2,2796,-999,0,-999
202508100140,255,128.67260742,35.22655106,2,3535,-999,61,-999
202508100140,257,129.02009583,35.30736923,2,17817,-999,0,-999
202508100140,258,127.21225739,34.76335144,2,2264,-999,-999,-999
202508100140,259,126.78408051,34.64456940,2,6958,-999,63,-999
202508100140,260,126.91950989,34.68886185,1,2279,-999,63,-999
202508100140,261,126.56906891,34.55374908,1,22530,-999,52,-999
202508100140,262,127.27571869,34.61825943,1,5843,-999,62,-999
202508100140,263,128.28811646,35.32257843,2,730,-999,63,-999
202508100140,264,127.74537659,35.51137924,2,1422,-999,62,-999
202508100140,266,127.69139862,34.94340134,2,2830,-999,63,-999
202508100140,268,126.25846100,34.47296143,2,26717,-999,0,-999
202508100140,269,126.03050232,35.34690094,2,8462,-999,51,-999
202508100140,271,128.91448975,36.94361115,1,12793,-999,0,-999
202508100140,272,128.51687622,36.87182999,1,9441,-999,10,-999
202508100140,273,128.14878845,36.62726974,1,11991,-999,0,-999
202508100140,276,129.04005432,36.43510056,2,4375,-999,10,-999
202508100140,277,129.40925598,36.53337097,1,22582,-999,0,-999
202508100140,278,128.68864441,36.35609818,1,10114,-999,0,-999
202508100140,279,128.32055664,36.13055038,1,10530,-999,0,-999
202508100140,281,128.95140076,35.97742081,1,22100,-999,0,-999
202508100140,283,129.20123291,35.81747055,2,7348,-999,0,-999
202508100140,284,127.90989685,35.66738892,1,1800,-999,62,-999
202508100140,285,128.16993713,35.56504822,1,4456,-999,62,-999
202508100140,288,128.74412537,35.49147034,1,13820,-999,0,-999
202508100140,289,127.87909698,35.41299820,1,2320,-999,63,-999
202508100140,294,128.60458374,34.88817978,1,7018,-999,61,-999
202508100140,295,127.92640686,34.81661987,1,10844,-999,61,-999
202508100140,301,126.11637878,35.09511185,2,44720,-999,0,-999
202508100140,303,125.09722137,34.07249832,2,3070,-999,61,-999
202508100140,309,126.68659973,37.94639969,2,5543,-999,10,-999
202508100140,319,130.87083435,37.53725815,2,37471,-999,0,-999
202508100140,328,126.40599823,33.24940109,2,6089,-999,62,-999
202508100140,400,127.08165741,37.49819946,2,24544,-999,0,-999
202508100140,410,126.91745758,37.49330139,2,23689,-999,0,-999
202508100140,418,126.93904114,37.52489090,2,47130,-999,0,-999
202508100140,494,127.24063873,36.53152084,2,13020,-999,0,-999
202508100140,497,128.85147095,37.57516098,2,14480,-999,0,-999
202508100140,501,125.69818878,37.65890884,2,38025,-999,0,-999
202508100140,504,127.18073273,37.87034988,2,40390,-999,0,-999
202508100140,513,126.01426697,37.06550980,2,24050,-999,0,-999
202508100140,515,126.77388763,37.08452988,2,14849,-999,0,-999
202508100140,516,127.25016785,37.00371170,1,12026,-999,0,-999
202508100140,517,128.47523499,38.38510132,2,49997,-999,0,-999
202508100140,518,128.12109375,38.26958084,2,9720,-999,4,-999
202508100140,519,127.51940918,38.07545090,2,13853,-999,0,-999
202508100140,522,127.98380280,37.78712082,2,10850,-999,0,-999
202508100140,523,128.82139587,37.89847946,2,26589,-999,0,-999
202508100140,525,128.37724304,37.61233902,2,15139,-999,0,-999
202508100140,526,128.39468384,37.37747955,2,35705,-999,0,-999
202508100140,527,128.64126587,37.21107864,2,36516,-999,0,-999
202508100140,529,129.28584290,37.14155960,2,50000,-999,0,-999
202508100140,530,130.81179810,37.51509857,2,19913,-999,0,-999
202508100140,531,127.55219269,37.89807129,2,9630,-999,4,-999
202508100140,532,127.07348633,37.73476028,2,17450,-999,0,-999
202508100140,534,127.61058044,37.12099838,2,10525,-999,0,-999
202508100140,535,128.18264771,37.71701050,2,6235,-999,4,-999
202508100140,536,127.97241974,37.48759842,2,21943,-999,0,-999
202508100140,537,128.84588623,37.48323059,2,23580,-999,0,-999
202508100140,540,126.89199829,37.63729858,2,24600,-999,0,-999
202508100140,541,127.15055084,37.63404846,2,21216,-999,0,-999
202508100140,542,127.38017273,37.68413925,2,19140,-999,0,-999
202508100140,543,126.54958344,37.49900055,2,11700,-999,0,-999
202508100140,545,126.83847809,37.28102875,2,8357,-999,4,-999
202508100140,546,127.25920105,37.43529129,2,11039,-999,0,-999
202508100140,548,127.63955688,37.26882935,2,10350,-999,0,-999
202508100140,549,127.22177887,37.27011108,2,6550,-999,10,-999
202508100140,550,127.05271149,37.16930008,2,6179,-999,4,-999
202508100140,551,127.10878754,36.98768997,2,13271,-999,0,-999
202508100140,552,127.42449951,38.27219009,2,9671,-999,4,-999
202508100140,554,128.43713379,38.21438980,2,12600,-999,0,-999
202508100140,555,127.69091797,38.08356094,2,26610,-999,0,-999
202508100140,556,127.98526764,38.09798813,2,6226,-999,51,-999
202508100140,557,128.31887817,37.95365906,2,16318,-999,0,-999
202508100140,559,128.39727783,37.77804947,2,8303,-999,10,-999
202508100140,561,128.15275574,37.58219147,2,7824,-999,10,-999
202508100140,563,128.68280029,37.46355820,2,49650,-999,0,-999
202508100140,565,126.77794647,37.39154053,2,2312,-999,4,-999
202508100140,566,128.81924438,37.85155106,2,50000,-999,0,-999
202508100140,569,127.15698242,37.58224106,2,14300,-999,0,-999
202508100140,570,126.64232635,37.62319946,2,39259,-999,0,-999
202508100140,571,126.82093811,37.19525146,2,24300,-999,0,-999
202508100140,572,127.12476349,37.42092896,2,5791,-999,4,-999
202508100140,579,128.91329956,37.36684036,2,26292,-999,0,-999
202508100140,580,129.02888489,37.61344910,2,50000,-999,0,-999
202508100140,581,128.77441406,37.11663055,2,14644,-999,0,-999
202508100140,583,128.15510559,37.46463013,2,14967,-999,0,-999
202508100140,586,127.87693787,38.03208923,2,9981,-999,0,-999
202508100140,588,127.64289093,37.79066086,2,4317,-999,4,-999
202508100140,589,126.79026031,37.70235825,2,20000,-999,0,-999
202508100140,590,127.00248718,37.44028091,2,2930,-999,4,-999
202508100140,593,128.54069519,38.00730896,2,50000,-999,0,-999
202508100140,601,128.36689758,36.98551941,2,20134,-999,0,-999
202508100140,602,127.46250153,36.86339951,2,13536,-999,10,-999
202508100140,603,127.77758026,36.81612015,2,9200,-999,4,-999
202508100140,604,127.59654999,36.29993820,2,4200,-999,4,-999
202508100140,605,127.75499725,36.15999985,2,6065,-999,4,-999
202508100140,606,126.38807678,37.01060867,2,2733,-999,4,-999
202508100140,609,126.35623169,36.33795929,2,12512,-999,0,-999
202508100140,610,126.44236755,36.52003098,2,17755,-999,0,-999
202508100140,611,127.28056335,36.56666946,2,3985,-999,10,-999
202508100140,612,127.13645935,36.48284149,2,14200,-999,0,-999
202508100140,614,126.70410919,36.06248093,2,13631,-999,0,-999
202508100140,616,126.61739349,36.88935852,2,4660,-999,4,-999
202508100140,617,127.15609741,36.87817001,2,19604,-999,0,-999
202508100140,618,126.77906036,36.42370987,2,11870,-999,0,-999
202508100140,619,127.70240784,36.92296982,2,13260,-999,0,-999
202508100140,623,127.56199646,36.79560089,2,27115,-999,0,-999
202508100140,624,127.65709686,36.62435913,2,11954,-999,0,-999
202508100140,627,126.29640961,36.75851059,2,16167,-999,0,-999
202508100140,628,126.81436920,36.74213028,2,18066,-999,0,-999
202508100140,630,127.79968262,37.04565811,2,18507,-999,0,-999
202508100140,634,126.86535645,36.84577942,2,41400,-999,0,-999
202508100140,635,126.86023712,36.13190079,2,11946,-999,-997,-999
202508100140,636,127.24069977,36.31320190,2,17087,-999,0,-999
202508100140,641,127.52388000,36.54610062,2,11250,-999,53,-999
202508100140,642,127.39585876,36.29129028,2,4050,-999,4,-999
202508100140,644,127.09004211,36.13661957,2,4050,-999,4,-999
202508100140,652,127.07266998,37.98997879,2,15011,-999,0,-999
202508100140,658,126.12142944,36.76829910,2,15573,-999,0,-999
202508100140,661,128.40191650,38.54251099,2,20000,-999,0,-999
202508100140,664,126.45838165,37.22468185,2,18984,-999,0,-999
202508100140,669,126.07582855,36.22919846,2,42681,-999,0,-999
202508100140,670,128.62954712,38.08874130,2,50000,-999,0,-999
202508100140,671,128.59359741,38.19091034,2,27075,-999,0,-999
202508100140,699,126.46108246,34.98377991,2,41076,-999,0,-999
202508100140,701,127.66835022,36.00167847,2,13917,-999,61,-999
202508100140,702,126.99252319,35.93806839,2,9220,-999,-999,-999
