PREDC_ANLS_DT,SGG_NM,LNLD_FRCST_NM
20250831170000,경상남도 산청군,주의보
20250831170000,경상남도 하동군,주의보
20250831190000,경상남도 산청군,주의보
20250831180000,경상남도 산청군,주의보
20250831180000,경상남도 하동군,주의보
20250831150000,경상남도 산청군,주의보
20250831150000,경상남도 하동군,주의보
