#START7777
# YYMMDDHHMI   STN     TA     HM     TD     TG     TS TE0.05  TE0.1  TE0.2  TE0.3  TE0.5  TE1.0  TE1.5  TE3.0  TE5.0     PA     PS
#        KST    ID      C      %      C      C      C      C      C      C      C      C      C      C      C      C    hPa    hPa
202508100012   105   23.3   65.9   16.6   19.5   20.6   24.4   25.2   26.3   27.5   27.5   26.9   24.6   19.0   16.4  999.9 1003.0
202508100012   106   21.0   74.4   16.3   18.4   20.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.4 1003.1
202508100012   108   23.1   81.8   19.8   20.1   22.7   24.1   24.9   25.6   25.9   27.4   26.1   25.1   19.9   16.7  992.7 1002.5
202508100012   110   21.8  100.0   21.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.6 1003.7
202508100012   112   24.0   77.2   19.8   19.7   23.6   25.9   26.1   26.5   26.9   26.5   25.6   23.5   19.2   15.3  995.2 1003.0
202508100012   113   23.4   91.0   21.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.8 1003.6
202508100012   114   20.4   76.7   16.2   17.0   20.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  986.0 1003.2
202508100012   115   23.8   85.9   21.3   21.8   22.5   24.2   24.9   26.0   25.6   24.4   22.7   21.1   16.3   13.9  978.1 1003.0
202508100012   116   20.2   96.1   19.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  934.2 1003.7
202508100012   119   21.5   90.0   19.8   20.6   22.2   25.5   26.3   27.2   27.4   27.1   25.7   23.6   18.3   14.7  998.7 1003.3
202508100012   121   18.3   94.5   17.4   17.0   20.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  977.4 1005.1
202508100012   127   21.0   87.8   18.9   20.0   22.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.6 1002.8
202508100012   129   22.0   90.7   20.4   20.6   24.0   24.5   25.5   26.2   26.4   26.3   25.0   24.2   18.3   17.3  999.6 1002.5
202508100012   130   22.3   78.3   18.3   20.1   22.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  997.4 1003.0
202508100012   131   23.2   79.7   19.5   22.2   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.5 1002.2
202508100012   133   22.9   93.0   21.7   22.4   23.8   26.8   27.5   28.2   28.5   28.8   28.2   26.1   21.5   17.9  994.8 1002.5
202508100012   135   21.2   94.4   20.3   22.2   22.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  974.9 1002.7
202508100012   136   22.2   94.4   21.3   22.2   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  987.9 1004.0
202508100012   137   22.0   92.9   20.8   21.7   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  991.3 1002.3
202508100012   138   22.9   86.1   20.5   22.2   24.4   26.3   27.0   27.8   27.9   27.0   24.7   23.3   19.2   16.7 1002.4 1002.9
202508100012   140   23.4   91.4   21.9   22.3   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.5 1002.7
202508100012   143   22.5   91.9   21.1   22.6   23.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.4 1002.6
202508100012   146   23.4   87.2   21.2   23.1   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.0 1001.9
202508100012   151   21.9   95.0   21.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.4 1003.3
202508100012   152   21.5   93.4   20.4   21.9   23.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  993.3 1002.6
202508100012   155   22.8   94.5   21.9   23.4   24.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.2 1003.2
202508100012   156   21.9   95.1   21.1   24.3   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  993.7 1001.7
202508100012   159   23.0   83.5   20.1   21.3   24.1   25.4   24.8   25.4   25.8   27.8   26.5   24.9   19.5   18.1  994.8 1002.7
202508100012   160   20.1   99.9   20.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   162   22.2   95.5   21.4   22.7   23.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.0 1002.6
202508100012   163   23.3   96.0   22.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.2 1000.4
202508100012   165   24.0  100.0   24.0   23.8   24.8   26.1   26.2   26.8   27.0   27.0   26.8   24.4   20.6   17.4  995.6 1000.7
202508100012   167   22.7   94.0   21.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.1 1003.1
202508100012   168   22.5   92.2   21.2   22.0   24.6   24.6   25.3   26.8   27.3   28.5   27.3   24.7   19.5   17.3  995.2 1002.7
202508100012   169   26.5   94.9   25.6   25.4   25.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.0 1000.4
202508100012   170   23.5   97.0   23.0   23.8   23.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  997.9 1001.9
202508100012   172   22.2   97.7   21.8   22.9   23.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.2 1001.2
202508100012   174   20.8   96.8   20.3   21.8   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.9 1001.7
202508100012   175   22.2   99.9   22.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  949.0 1002.2
202508100012   177   23.2   86.8   20.9   21.8   22.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.3 1001.5
202508100012   181   22.0   87.9   19.9   21.0   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.9 1002.8
202508100012   182   27.7   89.0   25.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.4 1002.1
202508100012   184   28.3   78.7   24.2   26.2   26.7   29.1   30.5   30.6   30.5   30.2   28.8   27.9   25.2   19.8  999.2 1001.5
202508100012   185   27.1   96.1   26.4   26.8   27.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.3 1002.3
202508100012   188   27.3   96.7   26.7   26.6   27.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.5 1002.8
202508100012   189   27.8   92.8   26.5   27.2   27.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  997.0 1002.8
202508100012   192   20.0   96.8   19.5   23.5   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.9 1003.3
202508100012   201   20.4   92.9   19.2   19.0   21.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.6 1004.1
202508100012   202   21.4   92.9   20.2   19.3   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.5 1003.9
202508100012   203   20.2   99.3   20.1   18.8   21.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.4 1004.6
202508100012   211   19.9   92.7   18.7   18.1  -99.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  981.0 1004.1
202508100012   212   21.1   92.8   19.9   19.7   21.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  988.4 1004.5
202508100012   216   15.2   94.2   14.3   15.3   17.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  925.0 1005.6
202508100012   217   18.2   90.8   16.7   18.1   22.6   24.4   26.5   26.1   26.7  -99.7  -99.7  -99.7  -99.7  -99.7  969.3 1005.0
202508100012   221   17.8   99.8   17.8   17.1   21.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.9 1004.3
202508100012   226   20.8   99.0   20.6   19.8   23.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  983.2 1002.8
202508100012   229   23.1   89.1   21.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.7 1001.6
202508100012   230   20.8   99.9   20.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.6 1004.0
202508100012   232   20.6   98.8   20.4   20.2   23.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  993.6 1003.4
202508100012   235   23.4   91.0   21.8   23.0   24.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.1 1001.2
202508100012   236   22.8   91.2   21.3   22.1   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.8 1002.3
202508100012   238   22.4   95.5   21.6   22.2   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.6 1002.2
202508100012   239   21.9   91.2   20.4   21.5   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.1 1002.3
202508100012   243   22.6   93.6   21.5   23.1   23.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.8 1002.2
202508100012   244   21.5   96.7   21.0   22.5   23.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.9 1001.9
202508100012   245   22.4   95.1   21.6   22.2   23.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.3 1002.1
202508100012   247   22.0   99.9   22.0   22.1   23.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  987.4 1002.6
202508100012   248   20.9   99.9   20.9   21.2   22.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  957.0 1002.7
202508100012   251   22.2   84.7   19.5   22.6   23.5   25.2   26.7   27.2   27.2  -99.7  -99.7  -99.7  -99.7  -99.7  994.4 1001.1
202508100012   252   21.8   90.8   20.2   21.6   23.2   25.0   25.5   27.5   27.5  -99.7  -99.7  -99.7  -99.7  -99.7  996.6 1000.9
202508100012   253   22.2   99.4   22.1   22.7   25.1   27.2   28.1   28.2   28.2  -99.7  -99.7  -99.7  -99.7  -99.7  997.5 1003.8
202508100012   254   21.7   96.5   21.1   21.1   22.8   20.2   26.0   26.5   26.8  -99.7  -99.7  -99.7  -99.7  -99.7  988.1 1002.9
202508100012   255   23.1   96.8   22.6   23.5   22.9   25.6   28.0   28.2   29.0  -99.7  -99.7  -99.7  -99.7  -99.7  997.8 1003.6
202508100012   257   22.1   99.8   22.1   22.1   24.0   25.2   25.1   25.4   26.8  -99.7  -99.7  -99.7  -99.7  -99.7 1001.6 1002.3
202508100012   258   22.4   99.1   22.3   22.8   23.5   24.1   25.2   25.3   26.2   26.3   24.7  -99.7  -99.7  -99.7 1002.7 1002.9
202508100012   259   23.2   99.6   23.1   23.9   24.6   25.7   26.1   26.3   27.5  -99.7  -99.7  -99.7  -99.7  -99.7 1000.2 1002.0
202508100012   260   23.6   96.6   23.0   23.0   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.8 1001.8
202508100012   261   24.0   99.0   23.8   24.0   24.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.9 1001.8
202508100012   262   23.2   96.0   22.5   23.8   24.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.5 1002.4
202508100012   263   21.5   96.9   21.0   22.2   23.8   24.6   25.8   26.6   27.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.2 1002.8
202508100012   264   22.1   93.2   21.0   21.8   23.5   24.3   24.6   26.6   28.0  -99.7  -99.7  -99.7  -99.7  -99.7  985.7 1003.0
202508100012   266   21.7   96.7   21.2   23.7   23.7   24.5   25.1   26.6   27.3  -99.7  -99.7  -99.7  -99.7  -99.7  993.2 1003.3
202508100012   268   24.2  100.0   24.2   23.8   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.5 1000.6
202508100012   269   22.5   99.9   22.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.1 1001.3
202508100012   271   17.2   96.5   16.6   16.8   19.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  967.6 1004.9
202508100012   272   19.9   99.9   19.9   20.0   22.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  979.7 1003.9
202508100012   273   20.5   97.9   20.2   20.3   22.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  983.0 1002.8
202508100012   276   21.9   99.9   21.9   21.9   23.8   24.8   25.4   26.7   26.2  -99.7  -99.7  -99.7  -99.7  -99.7  979.5 1003.2
202508100012   277   22.2   90.1   20.5   21.6   23.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.4 1003.1
202508100012   278   22.3   99.7   22.3   21.8   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.9 1002.2
202508100012   279   22.9   92.8   21.7   22.9   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.6 1002.2
202508100012   281   21.6   99.9   21.6   21.9   23.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.3 1003.3
202508100012   283   21.9   95.2   21.1   21.9   23.5   26.6   27.1   27.4   28.3  -99.7  -99.7  -99.7  -99.7  -99.7  998.7 1003.3
202508100012   284   21.9   91.4   20.4   21.7   23.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  976.4 1002.3
202508100012   285   22.6   99.1   22.5   23.3   24.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.9 1003.0
202508100012   288   23.0   91.9   21.6   24.2   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.3 1002.3
202508100012   289   21.6   99.5   21.5   21.5   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  988.0 1003.8
202508100012   294   22.1   96.0   21.4   22.5   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.5 1003.6
202508100012   295   22.4   96.9   21.9   22.8   24.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.1 1003.3
202508100012   296   22.7   92.9   21.5   22.6   24.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.3 1002.6
202508100012   300   23.2   92.5   21.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.3 1001.3
202508100012   301   23.2   96.9   22.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.9  999.9
202508100012   302   24.6   97.4   24.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.1 1000.8
202508100012   303   27.4   95.1   26.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.2 1001.0
202508100012   304   23.4   96.8   22.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.6 1002.5
202508100012   305   25.8   96.0   25.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.0 1003.0
202508100012   306   23.2   95.6   22.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.6 1001.9
202508100012   308   24.2   99.4   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.5  999.4
202508100012   309   19.4   96.9   18.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.3 1004.2
202508100012   310   19.2   84.0   16.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.4 1002.0
202508100012   311   19.2   99.2   19.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  936.8 1004.5
202508100012   312   20.3   94.9   19.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.9 1003.8
202508100012   313   22.5   94.2   21.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.9 1002.9
202508100012   314   16.2   97.5   15.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  841.4 1002.4
202508100012   315   17.5   99.9   17.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  884.3 1002.7
202508100012   316   21.0   99.3   20.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  902.5 1001.4
202508100012   317   23.1   86.2   20.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.2 1001.2
202508100012   318   14.9   96.2   14.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  910.3 1005.7
202508100012   319   22.6   76.5   18.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.7 1003.3
202508100012   320   14.9   91.2   13.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  867.6 1005.2
202508100012   321   19.5   98.0   19.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  975.6 1004.6
202508100012   322   17.2   98.6   17.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  955.8 1005.7
202508100012   323   18.2   97.2   17.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.7 1005.4
202508100012   324   19.3   91.8   17.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  985.4 1003.3
202508100012   325   17.1   98.5   16.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  978.0 1004.7
202508100012   326   18.3   97.8   17.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  981.7 1003.7
202508100012   327   23.0   79.8   19.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  991.0 1002.0
202508100012   328   27.8   87.1   25.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.8 1002.6
202508100012   329   24.8   91.9   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  960.5 1002.3
202508100012   330   26.1   96.5   25.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  986.0 1002.2
202508100012   331   24.8  100.0   24.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  954.1 1001.7
202508100012   332   19.2   90.2   17.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   333   20.4   76.9   16.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.1 1002.7
202508100012   334   24.3   81.3   20.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.7 1002.5
202508100012   335   15.5   96.3   14.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  959.7 1006.5
202508100012   336   19.7   92.7   18.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  981.2 1005.4
202508100012   337   19.1   95.0   18.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.0 1005.3
202508100012   338   16.3  100.0   16.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  951.0 1006.5
202508100012   339   19.3   99.4   19.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  976.0 1004.8
202508100012   340   19.5   99.7   19.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.4 1005.3
202508100012   344   21.2   94.8   20.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  990.3 1003.6
202508100012   345   18.5   89.6   16.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  990.9 1003.5
202508100012   346   20.3   84.2   17.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.3 1002.4
202508100012   347   17.3   94.4   16.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  986.8 1004.5
202508100012   348   22.0   77.4   17.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   349   19.1   96.4   18.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  971.9 1003.3
202508100012   350   16.2   90.8   14.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  936.5 1005.2
202508100012   351   19.3  -99.7  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   352   20.1  -99.2  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   355   21.1   95.0   20.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100012   356   21.4   88.0   19.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.2  -99.9
202508100012   358   21.5   85.6   19.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.1  -99.9
202508100012   359   17.7   95.7   17.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100012   360   18.5   97.0   18.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100012   361   19.6  100.0   19.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100012   364   22.7   85.9   20.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100012   365   21.8  -99.2  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100012   366   20.3  -99.7  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
