#START7777
# YYMMDDHHMI   STN    WD1    WS1    WDS    WSS   WD10   WS10     TA     RE RN-15m RN-60m RN-12H RN-DAY     HM     PA     PS     TD
#        KST    ID    deg    m/s    deg    m/s    deg    m/s      C      1     mm     mm     mm     mm      %    hPa    hPa     C
202508100011   140   36.4    2.7  101.4    3.1   75.6    2.1   23.4    0.0    0.0    0.0    1.0    0.0   91.2  999.5 1002.7   21.9
202508100011   143  105.5    0.8  114.5    1.0  115.5    0.5   22.5    0.0    0.0    0.0    1.1    0.0   92.0  996.4 1002.6   21.1
202508100011   146   18.0    1.4   24.2    2.8   32.4    2.0   23.5    0.0    0.0    0.0    0.2    0.0   87.2  995.0 1001.9   21.2
202508100011   151  350.0    1.7  350.0    1.9  330.0    1.3   21.9  -99.7    0.0    0.0    2.0    0.0   95.0 1002.4 1003.4   21.1
202508100011   152  333.2    1.0  327.6    1.6  329.9    1.5   21.5    0.0    0.0    0.0    2.1    0.0   93.3  993.4 1002.7   20.4
202508100011   155  311.0    0.9  336.0    1.3  234.6    0.6   22.8    1.0    1.0    1.1    6.3    0.8   94.5  999.2 1003.2   21.9
202508100011   156  357.8    1.4    0.0    2.5  352.8    1.4   21.9    0.0    0.1    2.0   22.1    0.1   95.1  993.8 1001.8   21.1
202508100011   159   90.6    1.3   88.5    1.8   94.0    1.4   23.0    0.0    0.0    0.1    5.2    0.0   83.9  994.8 1002.7   20.1
202508100011   160   80.5    3.0   81.6    3.0   76.8    3.3   20.1    0.0    0.0    0.0    4.5    0.0   99.9  -99.7  -99.9   20.1
202508100011   162   60.5    2.4  180.7    2.9   45.3    2.8   22.2    0.0    0.5    1.9   33.7    0.0   95.9  999.0 1002.6   21.5
202508100011   163  110.0    7.6  130.0    9.1  100.0    5.9   23.2  -99.7    1.7    2.0   38.8    1.5   96.0  999.3 1000.4   22.5
202508100011   165  146.6    4.0  146.5    4.0  155.4    4.5   24.0    0.0    4.5    5.9   41.6    4.0  100.0  995.6 1000.7   24.0
202508100011   167   70.0    2.3  110.0    3.8   80.0    3.0   22.7  -99.7    0.0    2.0   61.5    0.0   94.0 1002.1 1003.1   21.7
202508100011   168   84.6    5.4   81.1    6.5   79.9    4.8   22.5    0.0    0.0    0.1   35.7    0.0   92.2  995.3 1002.8   21.2
202508100011   169  267.0    3.3  295.0    5.5  256.8    3.8   26.5    1.0    0.2    0.4   49.1    0.2   94.8  992.0 1000.4   25.6
202508100011   170  158.0    4.7  174.0    6.0  160.3    4.6   23.5    0.0    0.7    5.4   56.7    0.5   97.0  998.0 1002.0   23.0
202508100011   172   31.4    3.4   13.8    4.1   32.1    3.5   22.1    1.0    1.0    4.4   17.4    0.4   97.7  995.2 1001.2   21.7
202508100011   174   27.8    0.6   29.5    0.8  354.2    0.5   20.7    0.0    0.0    4.9   34.5    0.0   97.2  982.9 1001.7   20.2
202508100011   175  100.0    4.9   98.5    7.0  109.1    2.7   22.1    1.0   10.0   31.0   65.0    7.5   99.9  949.0 1002.3   22.1
202508100011   177  262.2    1.6  235.9    2.8  251.2    2.0   23.2    0.0    0.0    0.0    0.4    0.0   86.3  998.4 1001.6   20.8
202508100011   181   66.7    2.1   86.9    3.0   54.1    2.5   22.0    0.0    0.0    0.0    0.2    0.0   88.1  998.9 1002.8   19.9
202508100011   182  250.0    3.1  260.0    4.6  230.0    3.3   27.7  -99.7    0.1    0.8    2.8    0.1   89.0  999.4 1002.1   25.7
202508100011   184  247.0    3.3  256.1    4.7  223.9    3.6   28.3    1.0    0.0    0.9    2.0    0.0   78.0  999.2 1001.5   24.1
202508100011   185  211.3    7.8  215.0    8.3  210.6    6.6   27.1    1.0    0.1    0.5    6.2    0.1   96.1  994.3 1002.3   26.4
202508100011   188  237.9    2.9  251.1    3.2  231.2    2.4   27.3    1.0    0.4    1.0    3.0    0.3   96.6 1000.5 1002.8   26.7
202508100011   189  259.0    2.1   72.0    3.5  257.6    2.0   27.7    1.0    0.2    1.0    1.7    0.1   92.8  997.0 1002.8   26.4
202508100011   192  309.8    0.0  301.2    0.0    0.0    0.0   20.0    1.0    0.1    0.6   13.3    0.1   96.8  999.9 1003.3   19.5
202508100011   201  346.9    0.6  337.7    1.2  353.2    1.1   20.3    0.0    0.0    0.0    0.0    0.0   93.2  998.6 1004.1   19.2
202508100011   202  170.5    0.1  168.8    0.2  114.6    0.2   21.4    0.0    0.0    0.0    0.0    0.0   92.9  998.6 1004.0   20.2
202508100011   203  338.6    0.0  337.7    0.1  326.5    0.2   20.2    0.0    0.0    0.0    0.0    0.0   99.3  995.4 1004.6   20.1
202508100011   211  354.6    0.6  349.0    1.0  351.0    0.6   19.9    0.0    0.0    0.0    0.0    0.0   92.8  981.0 1004.1   18.7
202508100011   212   15.4    0.3   22.5    0.5   86.2    0.4   21.2    0.0    0.0    0.0    0.0    0.0   93.1  988.4 1004.5   20.0
202508100011   216   44.0    0.8   55.0    1.0  113.2    0.8   15.2    0.0    0.0    0.0    0.2    0.0   94.2  925.0 1005.6   14.3
202508100011   217  229.9    0.4  219.4    0.8  207.8    0.5   18.2    0.0    0.0    0.0    0.0    0.0   90.4  969.3 1005.0   16.6
202508100011   221    0.0    0.0    0.0    0.0    0.0    0.0   17.9    0.0    0.0    0.0    0.1    0.0   99.8  974.0 1004.4   17.9
202508100011   226  153.0    0.7  152.0    0.8  150.2    0.5   20.8    0.0    0.0    0.0    0.5    0.0   98.9  983.2 1002.8   20.6
202508100011   229   26.8    6.7   29.9    7.3   25.8    7.0   23.1    1.0    0.0    0.0    1.0    0.0   88.6  989.7 1001.6   21.1
202508100011   230  174.7    1.7  172.1    1.8  182.7    1.4   20.8    0.0    0.0    0.0    0.0    0.0   99.9 1002.5 1003.9   20.8
202508100011   232  120.6    0.6  118.1    0.6  126.4    0.2   20.7    0.0    0.0    0.0    0.5    0.0   98.9  993.6 1003.4   20.5
202508100011   235   49.0    2.1   62.0    3.2   41.9    1.8   23.4    0.0    0.0    0.0    1.0    0.0   91.0 1000.2 1001.3   21.8
202508100011   236  355.8    0.4  349.0    0.7  356.7    0.6   22.8    0.0    0.0    0.0    1.0    0.0   91.0 1000.8 1002.3   21.3
202508100011   238   71.5    0.8   45.0    1.1   83.9    0.9   22.4    0.0    0.0    0.0    1.6    0.0   95.4  982.6 1002.2   21.6
202508100011   239  294.8    1.3  294.2    1.3  341.0    0.3   21.9    0.0    0.0    0.0    0.4    0.0   91.7  992.1 1002.3   20.5
202508100011   243  297.6    0.6  287.1    0.9  262.0    0.8   22.6    1.0    1.6    1.8    2.0    1.6   93.5 1000.8 1002.2   21.5
202508100011   244  230.8    0.7  236.3    0.8  177.8    0.7   21.6    0.0    0.0    0.0    3.9    0.0   96.7  973.9 1001.9   21.1
202508100011   245  108.0    0.8  159.0    1.1   67.6    1.0   22.4    1.0    1.0    5.4    6.0    0.8   95.1  994.2 1002.0   21.6
202508100011   247  303.0    0.0    5.5    0.0  201.8    0.6   22.0    1.0    0.0    3.2   13.7    0.0   99.9  987.4 1002.6   22.0
202508100011   248  159.9    0.0  166.0    0.1  100.8    0.3   20.9    1.0    0.2    0.3    3.7    0.2   99.9  957.0 1002.7   20.9
202508100011   251   41.8    3.5   33.7    5.1   35.8    1.9   22.2    1.0    1.9    5.0   11.4    1.0   84.7  994.3 1001.0   19.5
202508100011   252   51.3    1.0  329.1    1.8   26.1    1.5   21.9    1.0    0.0    3.4   22.2    0.0   90.8  996.6 1000.9   20.3
202508100011   253  208.6    0.0  174.5    0.0  135.1    0.1   22.2    0.0    0.0    0.0    2.9    0.0   99.4  997.5 1003.8   22.1
202508100011   254  230.3    2.3  228.6    2.7  196.9    1.9   21.7    1.0    0.1    0.7   15.8    0.1   96.4  988.0 1002.8   21.1
202508100011   255  313.1    1.2  303.1    1.8  294.1    1.0   23.1    0.0    0.0    0.0    3.5    0.0   96.7  997.8 1003.6   22.5
202508100011   257  123.3    0.7  125.1    0.8   59.5    0.3   22.1    0.0    0.0    0.0    3.2    0.0   99.8 1001.6 1002.3   22.1
202508100011   258  101.1    2.2   96.6    2.6  101.1    2.4   22.4    0.0    0.0    0.4   49.4    0.0   99.6 1002.7 1002.9   22.3
202508100011   259  286.3    0.7  261.8    1.0  314.4    0.2   23.2    1.0    0.2    1.4   63.2    0.2   99.7 1000.2 1002.0   23.2
202508100011   260  266.4    1.4  248.2    2.0  284.7    0.7   23.6    0.0    0.0    0.9   60.7    0.0   96.3  996.9 1001.9   23.0
202508100011   261   30.7    2.7   50.8    3.6   19.4    2.2   23.9    1.0    3.0    6.8   40.7    2.7   99.0 1000.0 1001.9   23.7
202508100011   262  236.0    1.0  256.0    1.5  183.8    0.6   23.2    1.0    0.2    1.9   28.5    0.2   95.9  996.6 1002.5   22.5
202508100011   263   76.9    0.2   56.3    0.4   57.3    0.7   21.5    0.0    0.0    0.0   18.0    0.0   98.3 1001.2 1002.8   21.2
202508100011   264  194.5    0.1  181.4    0.2  193.3    0.3   22.1    1.0    0.4    0.4    8.8    0.4   93.1  985.7 1003.0   20.9
202508100011   266   66.6    0.6   77.9    1.2   75.7    1.6   21.7    1.0    0.0    0.5   42.9    0.0   96.7  993.2 1003.3   21.2
202508100011   268  144.4    3.8  147.0    4.6   99.1    2.2   24.0    1.0   16.7   38.5   75.2   14.3   99.9  999.6 1000.7   24.0
202508100011   269   26.0    1.8   11.0    3.8  357.1    2.6   22.5    1.0    2.3   16.1   39.5    1.6   99.9  998.1 1001.3   22.5
202508100011   271  294.6    0.5  301.2    0.8  324.7    0.7   17.2    0.0    0.0    0.0    0.2    0.0   96.4  967.6 1004.9   16.6
202508100011   272    0.0    0.0   36.5    0.0  296.1    0.1   19.9    0.0    0.0    0.0    0.5    0.0   99.9  979.7 1003.9   19.9
202508100011   273    0.0    0.0  326.5    0.0    0.0    0.0   20.5    0.0    0.0    0.0    0.7    0.0   97.9  983.0 1002.8   20.2
202508100011   276  274.3    0.9  275.5    0.9  269.7    0.8   21.9    0.0    0.0    0.0    1.2    0.0   99.9  979.5 1003.2   21.9
202508100011   277  169.9    1.4  160.3    1.8  201.7    0.7   22.3    0.0    0.0    0.0    0.2    0.0   90.3  998.4 1003.1   20.6
202508100011   278   23.1    0.0   18.1    0.2    0.0    0.0   22.3    0.0    0.0    0.0    1.1    0.0   99.7  992.9 1002.2   22.3
202508100011   279  314.5    0.2  281.1    0.5  304.4    0.2   22.9    0.0    0.0    0.0    0.8    0.0   93.2  996.6 1002.2   21.7
202508100011   281  288.6    0.0  278.6    0.1  300.0    0.1   21.6    0.0    0.0    0.0    3.9    0.0   99.9  992.3 1003.3   21.6
202508100011   283  182.8    2.1  185.1    2.4  185.2    2.2   21.9    0.0    0.0    0.0    2.2    0.0   95.1  998.7 1003.3   21.1
202508100011   284  182.8    0.0    0.0    0.0    0.0    0.0   21.9    0.0    0.0    0.0    3.4    0.0   91.4  976.4 1002.3   20.4
202508100011   285    0.0    0.0  258.8    0.0    0.0    0.0   22.6    0.0    0.0    0.0   13.6    0.0   99.1  999.9 1003.0   22.5
202508100011   288  223.1    0.4  244.4    0.5  246.1    0.1   23.0    0.0    0.0    0.0    2.4    0.0   91.8 1001.2 1002.2   21.6
202508100011   289    0.0    0.0  123.8    0.0  249.6    0.1   21.6    1.0    0.1    0.1   13.6    0.0   99.5  988.0 1003.8   21.5
202508100011   294  118.4    0.8  123.8    1.2  131.3    0.5   22.1    1.0    1.8    1.8   27.2    1.8   96.1  998.5 1003.6   21.4
202508100011   295  136.0    0.0   92.8    0.1   44.3    0.5   22.4    0.0    0.2    0.7   46.1    0.1   96.9  998.1 1003.3   21.9
202508100011   296  345.7    1.1  344.2    1.7  335.6    1.5   22.7    0.0    0.0    0.0    2.5    0.0   92.9 1002.3 1002.6   21.5
202508100011   300  244.9    1.0  227.7    1.6  147.0    2.4   23.2    0.0    0.0    1.0    2.0    0.0   92.4  996.3 1001.3   21.9
202508100011   301   70.0    6.6   71.0    7.5   70.6    5.6   23.2    1.0    0.0    2.0   23.5    0.0   96.9  998.9  999.9   22.7
202508100011   302  161.0    1.9  217.0    4.4  165.9    2.4   24.6    1.0    0.5    9.0   62.0    0.0   97.4 1000.2 1000.9   24.2
202508100011   303  188.8    4.8  194.0    5.6  184.9    3.8   27.4    0.0    0.0    0.0   81.0    0.0   95.2  989.2 1001.0   26.6
202508100011   304  132.0    1.2  120.0    1.7  123.1    2.6   23.4    1.0    0.0    6.5   54.0    0.0   96.7  999.6 1002.5   22.8
202508100011   305  151.3    1.9  128.4    2.7  158.5    1.3   25.8    0.0    1.0    3.5   24.0    1.0   95.9  999.0 1003.0   25.1
202508100011   306  125.9    3.0  129.5    3.9  133.6    3.0   23.2    1.0    1.0    3.0   55.0    1.0   95.5 1001.7 1002.0   22.4
202508100011   308  155.8   10.1  155.6   11.3  152.9    9.9   24.2    1.0    0.0    2.5   23.5    0.0   99.3  998.5  999.4   24.1
202508100011   309  111.2    0.8  113.6    1.0   98.5    0.5   19.3    0.0    0.0    0.0    0.0    0.0   96.9 1001.3 1004.2   18.8
202508100011   310    0.0    0.0    0.0    0.0    0.0    0.0   19.2    0.0    0.0    0.0    0.0    0.0   84.1 1000.4 1002.0   16.5
202508100011   311  178.0    0.4  184.0    0.5  163.1    0.4   19.3    0.0    0.0    0.0    2.5    0.0   99.2  936.8 1004.5   19.2
202508100011   312   21.4    0.9   32.6    1.3   34.5    0.5   20.3    0.0    0.0    0.0    1.0    0.0   94.8  973.9 1003.8   19.4
202508100011   313  319.0    0.7   58.0    1.3    0.7    1.0   22.5    0.0    0.0    0.0   26.0    0.0   94.2  995.0 1003.0   21.5
202508100011   314  289.2    1.7  279.0    2.8  298.3    1.6   16.2    0.0    0.0    0.0    2.5    0.0   97.4  841.4 1002.4   15.8
202508100011   315   89.0    5.0   97.0    5.9   89.4    4.1   17.5    1.0    1.0    2.0   17.5    1.0   99.8  884.3 1002.7   17.5
202508100011   316  226.0    4.1  237.0    8.1  228.4    4.2   20.9    0.0    0.0    3.5   27.5    0.0   99.3  902.5 1001.5   20.8
202508100011   317  177.9    2.5  152.9    3.0  195.9    2.6   23.2    0.0    0.0    0.0    1.0    0.0   85.6  989.2 1001.2   20.7
202508100011   318  301.3    0.0  296.0    0.5  319.8    0.1   15.0    0.0    0.0    0.0    0.0    0.0   95.4  910.3 1005.6   14.3
202508100011   319  108.8    1.9  109.7    2.9  106.7    2.1   23.1    0.0    0.0    0.0    3.0    0.0   74.0  996.7 1003.3   18.2
202508100011   320  257.3    3.6  262.6    4.5  283.1    3.7   14.9    0.0    0.0    0.0    0.0    0.0   90.3  867.6 1005.2   13.3
202508100011   321    0.0    0.0    0.0    0.0    0.0    0.0   19.5    0.0    0.0    0.0    0.0    0.0   97.9  975.6 1004.6   19.2
202508100011   322  329.2    0.0  336.6    0.0    0.0    0.0   17.1    0.0    0.0    0.0    0.0    0.0   98.8  955.8 1005.7   16.9
202508100011   323  116.7    0.5  114.3    0.7  107.3    0.5   18.2    0.0    0.0    0.0    0.0    0.0   97.1  973.7 1005.4   17.7
202508100011   324  138.8    0.0  150.1    0.3  161.5    0.4   19.4    0.0    0.0    0.0    0.5    0.0   91.3  985.5 1003.4   17.9
202508100011   325   43.0    0.0   44.0    0.0  353.7    0.3   17.2    0.0    0.0    0.0    0.0    0.0   98.5  978.0 1004.7   17.0
202508100011   326  277.0    0.8  273.7    1.1  287.5    1.1   18.3    0.0    0.0    0.0    0.0    0.0   97.7  981.7 1003.7   17.9
202508100011   327  332.0    0.8  336.2    1.2  355.9    0.8   22.9    0.0    0.0    0.0    0.5    0.0   80.4  991.0 1002.0   19.3
202508100011   328  245.8    0.7  248.9    0.9  248.2    1.3   27.8    1.0  -99.9  -99.9  -99.9    0.0   88.0  995.8 1002.6   25.6
202508100011   329  136.7    2.1  144.4    2.8  140.4    1.9   24.7    1.0    0.0    0.5    3.5    0.0   90.9  960.5 1002.3   23.1
202508100011   330  155.3    0.9  164.3    1.4  145.4    0.5   26.1    1.0    0.5    1.5    2.5    0.5   96.8  986.0 1002.2   25.6
202508100011   331  230.5    3.9  236.6    5.4  238.7    3.4   24.8    1.0    0.0    1.0    5.0    0.0  100.0  954.2 1001.8   24.8
202508100011   332  242.9    0.1  258.7    0.3  231.3    0.9   19.3    0.0    0.0    0.0    0.0    0.0   90.1  -99.7  -99.9   17.6
202508100011   333    0.0    0.0    0.0    0.0   21.7    0.3   20.5    0.0    0.0    0.0    0.0    0.0   75.8  994.1 1002.7   16.1
202508100011   334  218.2    0.7  233.5    0.9  221.2    0.8   24.4    0.0    0.0    0.0    0.0    0.0   79.8  999.8 1002.6   20.7
202508100011   335    0.0    0.0    0.0    0.0    0.0    0.0   15.5    0.0    0.0    0.0    0.0    0.0   96.2  959.7 1006.5   14.9
202508100011   336    0.0    0.0   44.8    0.1    0.0    0.0   19.7    0.0    0.0    0.0    0.0    0.0   92.6  981.1 1005.3   18.5
202508100011   337   67.7    0.7   63.1    1.1   69.0    0.9   19.1    0.0    0.0    0.0    0.0    0.0   94.5  982.1 1005.4   18.2
202508100011   338    0.0    0.0    0.0    0.0    0.0    0.0   16.3    0.0    0.0    0.0    0.0    0.0  100.0  951.1 1006.6   16.3
202508100011   339  107.7    0.2  113.2    0.6   87.8    0.8   19.3    0.0    0.0    0.0    0.0    0.0   99.4  976.0 1004.8   19.2
202508100011   340    0.0    0.0    0.0    0.0    0.0    0.0   19.5    0.0    0.0    0.0    0.0    0.0   99.6  989.4 1005.3   19.4
202508100011   344   90.0    0.7   97.0    0.8   98.8    0.2   21.2    0.0    0.0    0.0    0.5    0.0   94.7  990.3 1003.6   20.3
202508100011   345   91.8    0.0   87.1    0.0   94.5    0.6   18.4    0.0    0.0    0.0    0.0    0.0   90.1  990.9 1003.5   16.7
202508100011   346  168.9    1.0  167.9    1.2  187.8    0.3   20.2    0.0    0.0    0.0    0.0    0.0   84.4  996.3 1002.4   17.5
202508100011   347  181.9    0.0  129.6    0.3  147.2    1.0   17.3    0.0    0.0    0.0    0.0    0.0   94.3  986.8 1004.5   16.4
202508100011   348  241.0    2.2  239.1    2.8  241.6    2.7   21.9    0.0    0.0    0.0    0.0    0.0   77.7  -99.7  -99.9   17.8
202508100011   349    0.0    0.0    0.0    0.0    0.0    0.0   19.1  -99.2    0.0    0.0    0.0    0.0   96.4  972.0 1003.4   18.5
202508100011   350    0.0    0.0    0.0    0.0   19.6    0.2   16.1    0.0    0.0    0.0    0.0    0.0   90.7  936.5 1005.2   14.6
202508100011   351    0.0    0.1  -99.2  -99.2    0.0    0.0   19.4    0.0    0.0    0.0    0.0    0.0  -99.7  -99.7  -99.9  -99.9
202508100011   352   27.0    1.3  -99.2  -99.2   37.8    1.6   20.2  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202508100011   355  224.6    0.0  217.6    0.0    0.0    0.0   21.1    0.0    0.0    0.0    0.0    0.0   95.0  500.0  -99.9   20.3
202508100011   356    4.2  -99.2  327.6    0.0  -99.9  -99.9   21.4    0.0    0.0    0.0    0.5    0.0   87.7  500.2  -99.9   19.3
202508100011   358  -99.2  -99.2   58.0    0.0  -99.9  -99.9   21.5    0.0    0.0    0.0    0.5    0.0   85.5  500.1  -99.9   19.0
202508100011   359   50.2    0.0   16.8    0.0    0.0    0.0   17.8    0.0    0.0    0.0    0.0    0.0   95.5  500.0  -99.9   17.1
202508100011   360   98.0    0.4  115.3    2.7  101.5    0.5   18.5    0.0    0.0    0.0    0.0    0.0   96.9  500.0  -99.9   18.0
202508100011   361  164.5    0.0   80.5    0.0    0.0    0.0   19.6    0.0    0.0    0.0    0.0    0.0  100.0  500.0  -99.9   19.6
202508100011   364  146.9    0.9  156.7    1.1  147.8    0.6   22.7    0.0    0.0    0.0    0.0    0.0   85.7  500.0  -99.9   20.2
202508100011   365  323.4    0.0  323.4  -99.2    0.0    0.0   21.8  -99.2    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202508100011   366    0.0    0.0  160.8    0.9  148.4    0.1   20.3    0.0    0.0    0.0    0.0    0.0  -99.7  500.0  -99.9  -99.9
202508100011   367   31.2    1.7   21.9    1.9   36.4    1.3   21.6    0.0    0.0    0.0    0.0    0.0   95.4  500.0  -99.9   20.8
202508100011   368  337.5    0.0  -99.2  -99.2    0.0    0.0   21.9  -99.2    0.0    0.0    0.5    0.0   81.2  -99.7  -99.9   18.5
202508100011   369   23.5    0.0    9.8    2.4  325.5    0.5   23.4    0.0    0.0    0.0    0.0    0.0   76.9  500.0  -99.9   19.1
202508100011   370  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9  -99.9
202508100011   371   63.9    0.8   54.4    2.1   57.7    0.9   22.4    0.0    0.0    0.0    0.0    0.0   90.3  500.0  -99.9   20.7
202508100011   372    0.0    0.0    0.0    0.0    0.0    0.0   20.9  -99.2    0.0    0.0    0.0    0.0   99.9  -99.7  -99.9   20.9
202508100011   373  -99.2    0.0  -99.2    0.0  -99.9    0.0   19.8  -99.2    0.0    0.0    0.0    0.0   99.9  -99.7  -99.9   19.8
202508100011   374   36.2    0.0   33.7    0.0    0.0    0.0   21.8  -99.2    0.0    0.0    0.5    0.0   90.5  500.0  -99.9   20.2
202508100011   375    0.0    0.0    0.0    0.0    0.0    0.0   20.9  -99.2    0.0    0.0    0.0    0.0   99.3  -99.7  -99.9   20.8
202508100011   376   68.9    1.2   65.7    1.3   70.8    1.1   22.0    0.0    0.0    0.0    0.0    0.0   86.9  995.5 1003.4   19.7
202508100011   377    0.0    0.0    0.0    0.0  203.1    0.0   18.9    0.0    0.0    0.0    0.0    0.0   96.0 1000.0 1003.3   18.2
202508100011   378  185.0    1.0  189.0    1.0  215.9    0.8   23.5    0.0    0.0    0.0    1.0    0.0   94.0  994.3 1002.4   22.5
202508100011   379  213.4    0.1  216.9    0.3  192.7    0.6   21.1    1.0    0.5    1.0    4.5    0.5   99.9  969.2 1002.2   21.1
202508100011   400  353.2    0.2  334.7    0.3  349.4    0.5   23.8    0.0    0.0    0.0    0.0    0.0   83.1  -99.7  -99.9   20.8
202508100011   401  209.4    0.6  173.1    1.1  199.4    1.2   22.6    0.0    0.0    0.0    0.0    0.0   89.7  998.9 1002.7   20.8
202508100011   402  342.3    2.4  346.9    2.8  358.0    2.3   22.4    0.0    0.0    0.0    1.0    0.0   86.4  996.7 1003.0   20.0
202508100011   403  350.0    1.3  352.0    2.1  339.5    1.6   24.0    0.0    0.0    0.0    0.0    0.0   84.0  997.3 1003.5   21.1
202508100011   404    0.0    0.0   31.0    0.0    0.0    0.0   22.2    0.0    0.0    0.0    0.0    0.0   89.0 1002.5 1003.6   20.3
202508100011   405  262.1    1.2   19.1    1.5  314.9    1.3   24.9    0.0    0.0    0.0    0.0    0.0   72.9 1000.6 1003.2   19.7
202508100011   406  297.0    0.6  291.0    0.7  300.5    0.1   21.4    0.0    0.0    0.0    0.0    0.0   87.0  997.4 1003.9   19.1
