#START7777
# YYMMDDHHMI   STN     TA     HM     TD     TG     TS TE0.05  TE0.1  TE0.2  TE0.3  TE0.5  TE1.0  TE1.5  TE3.0  TE5.0     PA     PS
#        KST    ID      C      %      C      C      C      C      C      C      C      C      C      C      C      C    hPa    hPa
202508100026   172   22.1   97.7   21.7   22.9   23.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.1 1001.1
202508100026   174   20.8   97.1   20.3   22.0   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.6 1001.4
202508100026   175   22.3   99.9   22.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  949.0 1002.2
202508100026   177   22.9   86.8   20.6   21.6   22.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.2 1001.4
202508100026   181   21.7   89.4   19.9   20.7   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.8 1002.7
202508100026   182   27.7   89.0   25.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.2 1001.9
202508100026   184   28.3   78.3   24.2   26.3   26.7   29.1   30.4   30.6   30.5   30.2   28.8   27.9   25.3   19.8  998.9 1001.2
202508100026   185   27.3   95.8   26.6   26.8   27.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.2 1002.2
202508100026   188   27.3   96.9   26.8   26.6   27.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.3 1002.6
202508100026   189   27.7   93.1   26.5   27.3   27.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  997.0 1002.8
202508100026   192   19.8   96.5   19.2   23.3   24.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.6 1003.0
202508100026   201   20.0   93.7   19.0   18.8   21.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.4 1003.9
202508100026   202   21.3   94.0   20.3   19.3   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.3 1003.7
202508100026   203   20.1   99.7   20.1   18.5   21.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.2 1004.4
202508100026   211   20.2   90.6   18.6   19.0  -99.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  980.8 1003.9
202508100026   212   20.9   94.1   19.9   19.6   21.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  988.2 1004.3
202508100026   216   15.0   93.6   14.0   15.0   17.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  924.8 1005.5
202508100026   217   17.9   92.1   16.6   18.0   22.4   24.3   26.4   26.1   26.7  -99.7  -99.7  -99.7  -99.7  -99.7  969.2 1005.0
202508100026   221   17.7   99.8   17.7   16.9   21.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.8 1004.2
202508100026   226   20.6   99.5   20.5   19.6   22.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  983.1 1002.7
202508100026   229   23.1   87.5   20.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.5 1001.4
202508100026   230   20.9   99.9   20.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.4 1003.8
202508100026   232   20.2   98.5   20.0   20.0   23.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  993.3 1003.1
202508100026   235   23.2   91.0   21.6   22.9   24.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.1 1001.2
202508100026   236   22.7   91.4   21.2   22.2   23.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.7 1002.2
202508100026   238   22.3   96.1   21.6   22.2   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.5 1002.1
202508100026   239   22.2   89.1   20.3   21.5   23.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.0 1002.2
202508100026   243   22.6   94.3   21.6   22.8   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.7 1002.1
202508100026   244   21.4   96.7   20.9   22.3   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.7 1001.7
202508100026   245   22.4   95.0   21.6   22.1   23.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.2 1002.0
202508100026   247   21.9   99.9   21.9   21.9   22.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  987.4 1002.6
202508100026   248   20.7   99.9   20.7   21.5   22.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  956.7 1002.5
202508100026   251   22.1   85.3   19.5   22.2   23.2   25.0   26.7   27.2   27.2  -99.7  -99.7  -99.7  -99.7  -99.7  994.2 1000.9
202508100026   252   21.9   90.9   20.3   21.5   23.0   24.8   25.3   27.5   27.5  -99.7  -99.7  -99.7  -99.7  -99.7  996.5 1000.8
202508100026   253   22.6   99.4   22.5   23.1   25.1   27.2   28.0   28.2   28.2  -99.7  -99.7  -99.7  -99.7  -99.7  997.4 1003.6
202508100026   254   21.6   96.8   21.1   20.7   22.4   20.1   25.9   26.4   26.8  -99.7  -99.7  -99.7  -99.7  -99.7  988.1 1002.9
202508100026   255   22.8   96.6   22.2   22.8   22.7   25.6   28.0   28.2   29.0  -99.7  -99.7  -99.7  -99.7  -99.7  997.6 1003.4
202508100026   257   22.1   99.8   22.1   22.1   24.0   25.2   25.0   25.3   26.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.5 1002.2
202508100026   258   22.4  100.0   22.4   22.9   23.5   24.1   25.2   25.2   26.2   26.3   24.7  -99.7  -99.7  -99.7 1002.6 1002.8
202508100026   259   23.4   99.8   23.4   23.9   24.6   25.7   26.1   26.5   27.5  -99.7  -99.7  -99.7  -99.7  -99.7 1000.2 1002.0
202508100026   260   23.4   98.3   23.1   23.1   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.6 1001.6
202508100026   261   23.8   99.0   23.6   23.9   24.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.0 1001.9
202508100026   262   23.1   95.7   22.4   23.6   24.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.2 1002.1
202508100026   263   21.5   97.5   21.1   22.1   23.7   24.7   25.8   26.5   27.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.0 1002.6
202508100026   264   22.1   92.4   20.8   21.7   23.2   24.1   24.5   26.6   28.0  -99.7  -99.7  -99.7  -99.7  -99.7  985.4 1002.7
202508100026   266   21.7   95.8   21.0   23.6   23.6   24.5   25.0   26.6   27.3  -99.7  -99.7  -99.7  -99.7  -99.7  993.0 1003.1
202508100026   268   25.1   98.9   24.9   24.0   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.1 1000.2
202508100026   269   22.6   99.9   22.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.3 1001.5
202508100026   271   17.3   96.2   16.7   16.7   19.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  967.4 1004.7
202508100026   272   19.9   99.4   19.8   19.6   21.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  979.4 1003.6
202508100026   273   20.4   97.9   20.1   19.8   22.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  982.7 1002.5
202508100026   276   21.9   99.9   21.9   21.7   23.7   24.8   25.5   26.8   26.1  -99.7  -99.7  -99.7  -99.7  -99.7  979.2 1002.9
202508100026   277   21.8   91.4   20.3   21.5   22.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.0 1002.7
202508100026   278   22.2   99.7   22.2   21.8   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.7 1002.0
202508100026   279   22.9   93.2   21.7   22.8   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.3 1001.9
202508100026   281   21.7   99.2   21.6   21.8   23.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  992.2 1003.2
202508100026   283   21.9   95.7   21.2   22.0   23.5   26.6   27.0   27.4   28.3  -99.7  -99.7  -99.7  -99.7  -99.7  998.5 1003.1
202508100026   284   21.9   91.5   20.5   21.7   23.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  976.2 1002.1
202508100026   285   22.6   99.1   22.5   23.3   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.8 1002.9
202508100026   288   23.0   91.4   21.5   24.2   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.9 1001.9
202508100026   289   21.6   99.5   21.5   21.5   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  987.7 1003.5
202508100026   294   22.0   96.5   21.4   22.4   23.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.4 1003.5
202508100026   295   22.3   96.8   21.8   22.9   24.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  997.6 1002.8
202508100026   296   22.7   92.5   21.4   22.8   24.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1002.3 1002.6
202508100026   300   22.9   92.9   21.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.4 1001.4
202508100026   301   23.1   96.8   22.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.0 1000.0
202508100026   302   24.7   97.4   24.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.1 1000.8
202508100026   303   27.4   95.6   26.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  988.8 1000.6
202508100026   304   23.4   96.8   22.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.3 1002.2
202508100026   305   26.4   94.2   25.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.8 1002.7
202508100026   306   23.3   96.1   22.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.5 1001.8
202508100026   308   24.2   99.1   24.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  998.5  999.4
202508100026   309   19.2   96.9   18.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1001.1 1004.0
202508100026   310   19.7   83.9   16.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7 1000.3 1001.9
202508100026   311   19.2   99.2   19.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  936.5 1004.2
202508100026   312   20.3   96.3   19.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.7 1003.6
202508100026   313   22.2   94.6   21.3  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.6 1002.6
202508100026   314   16.2   97.0   15.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  841.3 1002.3
202508100026   315   17.6   99.9   17.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  884.4 1002.7
202508100026   316   21.1   99.3   21.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  902.4 1001.3
202508100026   317   22.4   91.3   20.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.2 1001.3
202508100026   318   15.3   97.7   14.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  910.1 1005.3
202508100026   319   22.0   80.6   18.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.6 1003.3
202508100026   320   14.8   91.3   13.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  867.4 1005.0
202508100026   321   19.6   96.6   19.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  975.5 1004.5
202508100026   322   16.9   98.9   16.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  955.6 1005.5
202508100026   323   18.2   97.2   17.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  973.5 1005.2
202508100026   324   19.3   93.6   18.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  985.4 1003.3
202508100026   325   16.9   98.6   16.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  977.9 1004.7
202508100026   326   18.1   97.4   17.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  981.4 1003.4
202508100026   327   22.2   84.6   19.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  990.9 1002.0
202508100026   328   27.9   87.1   25.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  995.8 1002.6
202508100026   329   24.9   91.5   23.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  960.3 1002.1
202508100026   330   26.2   96.2   25.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  985.8 1002.0
202508100026   331   24.7  100.0   24.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  954.1 1001.7
202508100026   332   19.2   90.7   17.6  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100026   333   20.0   78.7   16.2  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  994.0 1002.6
202508100026   334   23.9   82.8   20.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  999.6 1002.4
202508100026   335   15.4   97.1   14.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  959.5 1006.3
202508100026   336   19.4   92.3   18.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  980.8 1005.0
202508100026   337   19.1   95.5   18.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  981.9 1005.2
202508100026   338   16.0  100.0   16.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  950.7 1006.3
202508100026   339   19.2   99.4   19.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  975.8 1004.6
202508100026   340   19.8   99.7   19.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  989.1 1005.0
202508100026   344   21.0   96.4   20.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  990.1 1003.4
202508100026   345   18.5   89.7   16.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  990.7 1003.3
202508100026   346   20.4   79.6   16.8  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  996.1 1002.2
202508100026   347   17.1   95.5   16.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  986.7 1004.4
202508100026   348   22.1   76.9   17.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100026   349   19.1   96.6   18.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  971.6 1003.0
202508100026   350   16.1   90.3   14.5  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  936.3 1005.0
202508100026   351   19.2  -99.7  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100026   352   20.3  -99.2  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100026   355   20.9   95.1   20.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   356   21.8   89.5   20.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.2  -99.9
202508100026   358   21.3   87.1   19.1  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   359   17.6   96.2   17.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   360   18.5   97.1   18.0  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   361   19.4  100.0   19.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   364   22.7   87.0   20.4  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
202508100026   365   21.6  -99.2  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.9
202508100026   366   20.3  -99.7  -99.9  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  -99.7  500.0  -99.9
