CODE,ADDRESS,DATE,LAT,LON,h0,h3,h6,h9,h12,h15,h18,h21,h24,h27,h30,h33,h36,h39,h42,h45,h48,h51,h54,h57,h60,h63,h66,h69,h72,h75
1117051000,서울특별시 용산구 후암동,2025090412,37.5458805555555,126.980266666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117052000,서울특별시 용산구 용산2가동,2025090412,37.5431194444444,126.987563888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117053000,서울특별시 용산구 남영동,2025090412,37.5428333333333,126.976966666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117055500,서울특별시 용산구 청파동,2025090412,37.5425555555555,126.972041666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117056000,서울특별시 용산구 원효로제1동,2025090412,37.5358694444444,126.968341666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117057000,서울특별시 용산구 원효로제2동,2025090412,37.5315916666666,126.953577777777,5,4,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1117058000,서울특별시 용산구 효창동,2025090412,37.5389527777777,126.963397222222,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117059000,서울특별시 용산구 용문동,2025090412,37.5362499999999,126.959663888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117062500,서울특별시 용산구 한강로동,2025090412,37.5262416666666,126.971533333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117063000,서울특별시 용산구 이촌제1동,2025090412,37.5184027777777,126.975355555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117064000,서울특별시 용산구 이촌제2동,2025090412,37.5240305555555,126.956330555555,5,4,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1117065000,서울특별시 용산구 이태원제1동,2025090412,37.5294916666666,126.997041666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117066000,서울특별시 용산구 이태원제2동,2025090412,37.5379722222222,126.991844444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117068500,서울특별시 용산구 한남동,2025090412,37.5318861111111,127.002644444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117069000,서울특별시 용산구 서빙고동,2025090412,37.5176055555555,126.996777777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1117070000,서울특별시 용산구 보광동,2025090412,37.5234638888888,127.002333333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120000000,서울특별시 성동구,2025090412,37.5606111111111,127.039,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1120052000,서울특별시 성동구 왕십리제2동,2025090412,37.5583361111111,127.032711111111,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1120053500,서울특별시 성동구 왕십리도선동,2025090412,37.5677544,127.0255591,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1120054000,서울특별시 성동구 마장동,2025090412,37.5634333333333,127.047563888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1120055000,서울특별시 성동구 사근동,2025090412,37.5584055555555,127.047955555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1120056000,서울특별시 성동구 행당제1동,2025090412,37.5553527777777,127.038077777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120057000,서울특별시 성동구 행당제2동,2025090412,37.555575,127.031533333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120058000,서울특별시 성동구 응봉동,2025090412,37.5503472222222,127.035497222222,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120059000,서울특별시 성동구 금호1가동,2025090412,37.5520694444444,127.023944444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120061500,서울특별시 성동구 금호2.3가동,2025090412,37.553188,127.020859,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120062000,서울특별시 성동구 금호4가동,2025090412,37.5444722222222,127.024475,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120064500,서울특별시 성동구 옥수동,2025090412,37.543717,127.013463,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120065000,서울특별시 성동구 성수1가제1동,2025090412,37.5389583333333,127.051986111111,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120066000,서울특별시 성동구 성수1가제2동,2025090412,37.5435277777777,127.046363888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120067000,서울특별시 성동구 성수2가제1동,2025090412,37.5367027777777,127.0562,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120069000,서울특별시 성동구 성수2가제3동,2025090412,37.5454305555555,127.057333333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120072000,서울특별시 성동구 송정동,2025090412,37.5517277777777,127.071708333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1120079000,서울특별시 성동구 용답동,2025090412,37.5613666666666,127.057433333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1121500000,서울특별시 광진구,2025090412,37.5357388888888,127.084533333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121571000,서울특별시 광진구 화양동,2025090412,37.5437861111111,127.073463888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1121573000,서울특별시 광진구 군자동,2025090412,37.5523527777777,127.077997222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121574000,서울특별시 광진구 중곡제1동,2025090412,37.5578416666666,127.082163888888,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1121575000,서울특별시 광진구 중곡제2동,2025090412,37.557475,127.083544444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1121576000,서울특별시 광진구 중곡제3동,2025090412,37.5659166666666,127.082252777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1121577000,서울특별시 광진구 중곡제4동,2025090412,37.5625111111111,127.089352777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1121578000,서울특별시 광진구 능동,2025090412,37.5510277777777,127.082644444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121581000,서울특별시 광진구 광장동,2025090412,37.5442138888888,127.105308333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121582000,서울특별시 광진구 자양제1동,2025090412,37.5316861111111,127.084419444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121583000,서울특별시 광진구 자양제2동,2025090412,37.5259999999999,127.086599999999,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121584000,서울특별시 광진구 자양제3동,2025090412,37.5310333333333,127.075030555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1121584700,서울특별시 광진구 자양제4동,2025090412,37.5374861111111,127.067252777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,2,2,0,0,,,,,,
1121585000,서울특별시 광진구 구의제1동,2025090412,37.5396749999999,127.087866666666,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121586000,서울특별시 광진구 구의제2동,2025090412,37.5444388888888,127.092108333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1121587000,서울특별시 광진구 구의제3동,2025090412,37.5361388888888,127.099688888888,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,2,2,0,0,,,,,,
1123000000,서울특별시 동대문구,2025090412,37.571625,127.042141666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123054500,서울특별시 동대문구 제기동,2025090412,37.5830767,127.0377843,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123056000,서울특별시 동대문구 전농제1동,2025090412,37.5752111111111,127.049866666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123057000,서울특별시 동대문구 전농제2동,2025090412,37.5817027777777,127.053863888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123060000,서울특별시 동대문구 답십리제1동,2025090412,37.569275,127.054222222222,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123061000,서울특별시 동대문구 답십리제2동,2025090412,37.5691527777777,127.061574999999,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123065000,서울특별시 동대문구 장안제1동,2025090412,37.5649861111111,127.068477777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123066000,서울특별시 동대문구 장안제2동,2025090412,37.5684083333333,127.075308333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123070500,서울특별시 동대문구 청량리동,2025090412,37.5862586,127.0472767,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123071000,서울특별시 동대문구 회기동,2025090412,37.5880083333333,127.057488888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123072000,서울특별시 동대문구 휘경제1동,2025090412,37.5901583333333,127.067819444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123073000,서울특별시 동대문구 휘경제2동,2025090412,37.5884944444444,127.069655555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123074000,서울특별시 동대문구 이문제1동,2025090412,37.595,127.067630555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1123075000,서울특별시 동대문구 이문제2동,2025090412,37.5917305555555,127.058619444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1126000000,서울특별시 중랑구,2025090412,37.6038055555555,127.094777777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1126052000,서울특별시 중랑구 면목제2동,2025090412,37.5869833333333,127.081133333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126054000,서울특별시 중랑구 면목제4동,2025090412,37.5718166666666,127.087622222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126055000,서울특별시 중랑구 면목제5동,2025090412,37.5830472222222,127.081722222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126056500,서울특별시 중랑구 면목본동,2025090412,37.5845611111111,127.089677777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126057000,서울특별시 중랑구 면목제7동,2025090412,37.5762,127.089086111111,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126057500,서울특별시 중랑구 면목제3.8동,2025090412,37.5802361111111,127.090219444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126058000,서울특별시 중랑구 상봉제1동,2025090412,37.5970277777777,127.089288888888,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126059000,서울특별시 중랑구 상봉제2동,2025090412,37.5896111111111,127.085388888888,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126060000,서울특별시 중랑구 중화제1동,2025090412,37.5983861111111,127.082777777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126061000,서울특별시 중랑구 중화제2동,2025090412,37.5922166666666,127.077022222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126062000,서울특별시 중랑구 묵제1동,2025090412,37.6096222222222,127.080586111111,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1126063000,서울특별시 중랑구 묵제2동,2025090412,37.6067972222222,127.078144444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1126065500,서울특별시 중랑구 망우본동,2025090412,37.5986916666666,127.108463888888,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126066000,서울특별시 중랑구 망우제3동,2025090412,37.5895777777777,127.100266666666,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,2,5,2,0,0,,,,,,
1126068000,서울특별시 중랑구 신내1동,2025090412,37.6030833333333,127.101552777777,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1126069000,서울특별시 중랑구 신내2동,2025090412,37.6034305555555,127.096274999999,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129000000,서울특별시 성북구,2025090412,37.5863833333333,127.020333333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129052500,서울특별시 성북구 성북동,2025090412,37.5874416666666,127.006086111111,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129055500,서울특별시 성북구 삼선동,2025090412,37.5828472222222,127.009555555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129057500,서울특별시 성북구 동선동,2025090412,37.5912777777777,127.022508333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129058000,서울특별시 성북구 돈암제1동,2025090412,37.6005083333333,127.028288888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129059000,서울특별시 성북구 돈암제2동,2025090412,37.5952555555555,127.012711111111,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129060000,서울특별시 성북구 안암동,2025090412,37.5830583333333,127.023477777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129061000,서울특별시 성북구 보문동,2025090412,37.5775888888888,127.0249,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129062000,서울특별시 성북구 정릉제1동,2025090412,37.5986416666666,127.018741666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129063000,서울특별시 성북구 정릉제2동,2025090412,37.6016666666666,127.013241666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129064000,서울특별시 성북구 정릉제3동,2025090412,37.6061666666666,127.006288888888,5,4,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129065000,서울특별시 성북구 정릉제4동,2025090412,37.6107861111111,127.008208333333,5,4,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129066000,서울특별시 성북구 길음제1동,2025090412,37.6017833333333,127.024166666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129068500,서울특별시 성북구 길음제2동,2025090412,37.60385,127.0294,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1129070500,서울특별시 성북구 종암동,2025090412,37.5973305555555,127.033552777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129071500,서울특별시 성북구 월곡제1동,2025090412,37.6042027777777,127.036141666666,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1129072500,서울특별시 성북구 월곡제2동,2025090412,37.5999416666666,127.041688888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1129076000,서울특별시 성북구 장위제1동,2025090412,37.6111916666666,127.045855555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1129077000,서울특별시 성북구 장위제2동,2025090412,37.6096638888888,127.056708333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1129078000,서울특별시 성북구 장위제3동,2025090412,37.6137722222222,127.058722222222,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1129081000,서울특별시 성북구 석관동,2025090412,37.6101611111111,127.063519444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130500000,서울특별시 강북구,2025090412,37.6369555555555,127.027719444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130553400,서울특별시 강북구 삼양동,2025090412,37.6244833333333,127.020511111111,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130553500,서울특별시 강북구 미아동,2025090412,37.6241361111111,127.029019444444,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130554500,서울특별시 강북구 송중동,2025090412,37.6133611111111,127.035833333333,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130555500,서울특별시 강북구 송천동,2025090412,37.6155166666666,127.025955555555,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130557500,서울특별시 강북구 삼각산동,2025090412,37.6144305555555,127.019852777777,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130559500,서울특별시 강북구 번1동,2025090412,37.6351583333333,127.031019444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130560300,서울특별시 강북구 번2동,2025090412,37.6293861111111,127.040944444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130560800,서울특별시 강북구 번3동,2025090412,37.6230944444444,127.048688888888,5,3,0,0,0,0,1,6,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130561500,서울특별시 강북구 수유1동,2025090412,37.6307333333333,127.019297222222,5,4,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1130562500,서울특별시 강북구 수유2동,2025090412,37.6418805555555,127.022041666666,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130563500,서울특별시 강북구 수유3동,2025090412,37.6359722222222,127.025319444444,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1130564500,서울특별시 강북구 우이동,2025090412,37.6451944444444,127.014066666666,5,4,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1130566000,서울특별시 강북구 인수동,2025090412,37.6387333333333,127.012766666666,5,4,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,2,0,0,,,,,,
1132000000,서울특별시 도봉구,2025090412,37.6658333333333,127.049522222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,3,0,0,,,,,,
1132051100,서울특별시 도봉구 창제1동,2025090412,37.6456472222222,127.045997222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1132051200,서울특별시 도봉구 창제2동,2025090412,37.6387277777777,127.037766666666,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1132051300,서울특별시 도봉구 창제3동,2025090412,37.6352694444444,127.045008333333,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,1,0,0,,,,,,
1132051400,서울특별시 도봉구 창제4동,2025090412,37.6493972222222,127.053666666666,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,3,0,0,,,,,,
1132051500,서울특별시 도봉구 창제5동,2025090412,37.6492138888888,127.041297222222,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,3,0,0,,,,,,
1132052100,서울특별시 도봉구 도봉제1동,2025090412,37.6758194444444,127.045511111111,5,3,0,0,0,0,1,5,7,4,0,0,0,0,1,4,5,3,0,0,,,,,,
