TIME,STN,LON,LAT,CH_LOW,CH_MID,CH_TOP,CA_TOT
202508312039,90,128.56472778,38.25085068,1951,7620,7620,2.0
202508312039,93,127.75443268,37.94738007,1219,7620,7620,7.0
202508312039,95,127.30419922,38.14786911,7620,7620,7620,0.0
202508312039,98,127.06069946,37.90187836,1432,7620,7620,2.0
202508312039,99,126.76647949,37.88589096,1453,2461,7620,5.0
202508312039,100,128.71833801,37.67713165,4236,7408,7620,7.0
202508312039,101,127.73570251,37.90261841,7620,7620,7620,1.0
202508312039,102,124.71237183,37.97396088,2194,7620,7620,5.0
202508312039,104,128.85534668,37.80456161,4686,7250,7620,2.0
202508312039,105,128.89099121,37.75146866,5045,7620,7620,8.0
202508312039,106,129.12432861,37.50709152,7620,7620,7620,4.0
202508312039,108,126.96579742,37.57141876,7620,7620,7620,1.0
202508312039,112,126.62490082,37.47771835,7620,7620,7620,0.0
202508312039,114,127.94658661,37.33749008,331,7620,7620,5.0
202508312039,115,130.89863586,37.48128891,7620,7620,7620,3.0
202508312039,119,126.98300171,37.25746155,7620,7620,7620,1.0
202508312039,121,128.45742798,37.18125916,7321,7620,7620,8.0
202508312039,127,127.95249939,36.97045135,7620,7620,7620,1.0
202508312039,129,126.49389648,36.77658081,6338,7620,7620,4.0
202508312039,130,129.41278076,36.99176025,7537,7620,7620,7.0
202508312039,131,127.44065857,36.63924026,7620,7620,7620,0.0
202508312039,133,127.37210083,36.37199020,7620,7620,7620,0.0
202508312039,135,127.99458313,36.22024918,6035,7620,7620,7.0
202508312039,136,128.70733643,36.57292938,7620,7620,7620,0.0
202508312039,137,128.15740967,36.40837097,487,-996,7620,7.0
202508312039,138,129.38002014,36.03200912,7620,7620,7620,1.0
202508312039,140,126.76135254,36.00529861,7620,7620,7620,1.0
202508312039,143,128.65295410,35.87797165,5178,7620,7620,3.0
202508312039,146,127.11717987,35.84091949,7620,7620,7620,1.0
202508312039,152,129.33468628,35.58237076,5315,7620,7620,6.0
202508312039,155,128.57281494,35.17018890,2964,7620,7620,2.0
202508312039,156,126.89156342,35.17293930,5291,7620,7620,0.0
202508312039,159,129.03202820,35.10467911,3575,7620,7620,1.0
202508312039,162,128.43560791,34.84540939,2954,7580,7620,4.0
202508312039,165,126.38150787,34.81732178,5797,7620,7620,7.0
202508312039,168,127.74063110,34.73928833,386,7620,7620,3.0
202508312039,169,125.45104980,34.68719101,226,4020,7620,6.0
202508312039,170,126.70182037,34.39590073,317,828,4377,4.0
202508312039,172,126.59899902,35.34823990,5374,7620,7620,7.0
202508312039,174,127.36940002,35.02040100,206,7620,7620,3.0
202508312039,177,126.68772125,36.65758896,6724,7620,7620,2.0
202508312039,181,127.38458252,36.63993835,7620,7620,7620,0.0
202508312039,184,126.52969360,33.51411057,2003,7620,7620,4.0
202508312039,185,126.16282654,33.29381943,7620,7620,7620,1.0
202508312039,188,126.88020325,33.38676834,669,7566,7620,4.0
202508312039,189,126.56529999,33.24615860,7620,7620,7620,1.0
202508312039,192,128.04003906,35.16378021,457,4808,7268,6.0
202508312039,201,126.44634247,37.70738983,641,7620,7620,8.0
202508312039,202,127.49446106,37.48862839,914,7620,7620,2.0
202508312039,203,127.48420715,37.26398849,1524,7620,7620,1.0
202508312039,211,128.16810608,38.05990982,1788,7620,7620,3.0
202508312039,212,127.88043213,37.68360138,7620,7620,7620,5.0
202508312039,216,128.98928833,37.17037964,7620,7620,7620,7.0
202508312039,217,128.67347717,37.37731934,1664,7620,7620,1.0
202508312039,221,128.19433594,37.15927887,7620,7620,7620,0.0
202508312039,226,127.73415375,36.48760986,7620,7620,7620,0.0
202508312039,232,127.29282379,36.76216888,7620,7620,7620,1.0
202508312039,235,126.55744171,36.32723999,5412,7620,7620,3.0
202508312039,236,126.92079163,36.27241898,7620,7620,7620,0.0
202508312039,238,127.48175049,36.10562897,5699,7620,7620,2.0
202508312039,239,127.24437714,36.48522186,7620,7620,7620,1.0
202508312039,243,126.71656799,35.72961044,7620,7620,7620,0.0
