TIME,STN,LON,LAT,S,VIS1,VIS10,WW1,WW15
202508312039,90,128.56472778,38.25085068,1,27040,-999,0,-999
202508312039,95,127.30419922,38.14786911,2,5395,-999,4,-999
202508312039,98,127.06069946,37.90187836,2,4682,-999,4,-999
202508312039,99,126.76647949,37.88589096,2,13076,-999,0,-999
202508312039,100,128.71833801,37.67713165,2,22878,-999,0,-999
202508312039,101,127.73570251,37.90261841,2,5370,-999,4,-999
202508312039,102,124.71237183,37.97396088,2,18760,-999,0,-999
202508312039,104,128.85534668,37.80456161,1,21021,-999,0,-999
202508312039,105,128.89099121,37.75146866,2,38903,-999,0,-999
202508312039,106,129.12432861,37.50709152,2,37915,-999,0,-999
202508312039,108,126.96579742,37.57141876,1,16207,-999,0,-999
202508312039,112,126.62490082,37.47771835,1,37710,-999,0,-999
202508312039,114,127.94658661,37.33749008,1,20610,-999,0,-999
202508312039,115,130.89863586,37.48128891,1,9650,-999,4,-999
202508312039,119,126.98300171,37.25746155,2,23200,-999,-999,-999
202508312039,121,128.45742798,37.18125916,1,22530,-999,0,-999
202508312039,127,127.95249939,36.97045135,2,26397,-999,0,-999
202508312039,129,126.49389648,36.77658081,2,18567,-999,-999,-999
202508312039,131,127.44065857,36.63924026,2,35720,-999,0,-999
202508312039,133,127.37210083,36.37199020,1,40590,-999,0,-999
202508312039,135,127.99458313,36.22024918,2,2781,-999,7,-999
202508312039,136,128.70733643,36.57292938,2,14588,-999,0,-999
202508312039,137,128.15740967,36.40837097,2,6026,-999,10,-999
202508312039,138,129.38002014,36.03200912,2,40353,-999,0,-999
202508312039,143,128.65295410,35.87797165,2,10865,-999,0,-999
202508312039,146,127.11717987,35.84091949,2,50000,-999,0,-999
202508312039,155,128.57281494,35.17018890,1,5555,-999,51,-999
202508312039,156,126.89156342,35.17293930,1,48710,-999,0,-999
202508312039,159,129.03202820,35.10467911,1,17830,-999,0,-999
202508312039,165,126.38150787,34.81732178,1,50000,-999,0,-999
202508312039,168,127.74063110,34.73928833,2,24536,-999,81,-999
202508312039,169,125.45104980,34.68719101,2,8196,-999,10,-999
202508312039,170,126.70182037,34.39590073,1,8986,-999,61,-999
202508312039,172,126.59899902,35.34823990,2,50000,-999,0,-999
202508312039,174,127.36940002,35.02040100,1,18568,-999,0,-999
