TIME,STN,WD1,WS1,WDS,WSS,WD10,WS10,TA,RE,RN-15m,RN-60m,RN-12H,RN-DAY,HM,PA,PS,TD
202508312039,90,60.0,1.1,93.0,1.8,74.5,0.8,27.5,0.0,0.0,0.0,0.0,0.0,85.9,1004.7,1006.7,24.9
202508312039,92,270.0,1.0,290.0,1.9,290.0,1.4,26.8,-99.7,0.0,0.0,0.0,0.0,88.0,999.1,1006.5,24.6
202508312039,93,20.4,0.5,354.6,0.7,27.1,0.3,24.6,0.0,0.0,0.0,3.1,3.1,95.3,997.4,1008.3,23.8
202508312039,95,290.8,0.8,281.5,0.9,303.4,0.6,23.7,0.0,0.0,0.0,22.5,22.5,100.0,990.6,1008.3,23.7
202508312039,96,220.5,1.1,250.2,2.7,213.1,1.5,27.7,-99.2,0.0,0.0,0.0,0.0,93.6,999.0,1010.2,26.6
202508312039,98,12.3,1.1,0.0,1.4,16.6,0.5,24.6,0.0,0.0,0.0,0.3,0.3,99.9,994.6,1007.7,24.6
202508312039,99,267.1,1.1,275.7,1.6,277.3,1.2,26.3,0.0,0.0,0.0,1.4,1.4,89.9,1004.7,1008.2,24.5
202508312039,100,269.4,2.7,270.2,4.6,263.0,2.7,24.3,0.0,0.0,0.0,0.0,0.0,78.7,923.9,1008.1,20.4
202508312039,101,286.9,0.9,286.9,0.9,299.4,0.8,24.8,0.0,0.0,0.0,5.8,5.8,90.7,999.0,1007.6,23.2
202508312039,102,284.9,1.6,295.5,2.1,294.1,1.9,25.7,0.0,0.0,0.0,7.4,17.3,90.3,1000.7,1004.8,24.0
202508312039,104,291.2,0.9,290.2,0.9,271.6,0.3,26.8,0.0,0.0,0.0,0.6,0.6,93.9,997.1,1005.6,25.7
202508312039,105,226.8,0.4,233.0,1.1,229.3,0.6,29.2,0.0,-99.9,-99.9,-99.9,-99.2,76.6,1003.6,1006.6,24.7
202508312039,106,175.0,2.2,197.0,3.0,183.7,2.0,29.3,0.0,0.0,0.0,0.6,0.6,60.8,1002.6,1007.1,21.0
202508312039,108,204.4,2.7,185.4,3.7,202.9,3.3,28.8,0.0,0.0,0.0,0.0,0.0,74.4,996.9,1006.5,23.8
202508312039,110,210.0,3.6,220.0,4.9,200.0,3.7,28.1,-99.7,0.0,0.0,0.0,0.0,95.0,1005.9,1007.9,27.2
202508312039,112,169.9,2.5,199.9,5.1,196.1,3.2,28.0,0.0,0.0,0.0,0.0,0.0,82.2,999.8,1007.6,24.7
202508312039,113,190.0,6.5,210.0,8.1,180.0,6.2,28.3,-99.7,0.0,0.0,0.9,0.9,83.0,1007.3,1008.1,25.1
202508312039,114,228.8,2.3,237.1,2.8,226.2,2.2,27.7,0.0,0.0,0.0,0.3,0.3,74.2,990.3,1007.1,22.7
