TIME,STN,WD1,WS1,WDS,WSS,WD10,WS10,TA,RE,RN-15m,RN-60m,RN-12H,RN-DAY,HM,PA,PS,TD
202508101321,90,26.0,2.9,43.0,3.9,30.8,2.4,27.3,0.0,0.0,0.0,0.0,0.0,65.8,1000.8,1002.8,20.3
202508101321,92,80.0,3.9,90.0,4.8,70.0,3.9,26.9,-99.7,0.0,0.0,0.0,0.0,68.0,995.4,1002.8,20.5
202508101321,93,325.2,1.1,295.5,2.1,303.7,1.2,30.4,0.0,0.0,0.0,0.0,0.0,58.6,990.7,1001.3,21.4
202508101321,95,285.3,1.7,292.7,2.2,297.0,1.5,30.1,0.0,0.0,0.0,0.0,0.0,57.2,984.5,1001.7,20.7
202508101321,96,106.1,0.2,99.3,0.5,135.9,0.2,26.6,0.0,0.0,0.0,0.0,0.0,79.0,991.2,1002.3,22.7
202508101321,98,52.1,0.5,56.2,0.8,31.6,0.9,30.3,0.0,-99.9,-99.9,-99.9,-99.2,60.3,988.4,1001.2,21.8
202508101321,99,69.0,0.3,56.2,0.6,64.7,0.9,29.6,0.0,0.0,0.0,0.0,0.0,62.7,998.8,1002.2,21.7
202508101321,100,112.3,3.4,112.5,4.8,83.3,3.3,24.3,0.0,0.0,0.0,0.0,0.0,67.4,918.9,1002.6,17.9
202508101321,101,281.9,2.7,281.9,2.7,187.0,1.7,30.7,0.0,0.0,0.0,0.0,0.0,48.8,992.1,1000.5,18.7
202508101321,102,340.7,4.8,334.8,6.5,336.2,4.0,25.5,0.0,0.0,0.0,0.0,0.0,78.9,998.3,1002.4,21.6
202508101321,104,35.8,2.7,45.1,2.9,55.2,2.6,28.8,0.0,0.0,0.0,0.0,0.0,65.2,993.0,1001.4,21.6
202508101321,105,94.2,3.2,100.6,4.6,81.2,2.0,30.3,0.0,0.0,0.0,0.0,0.0,52.3,999.5,1002.5,19.5
202508101321,106,30.0,4.2,47.0,5.5,29.2,4.3,27.4,0.0,0.0,0.0,0.0,0.0,66.0,998.2,1002.8,20.5
202508101321,108,53.5,0.9,78.8,1.3,293.0,1.7,30.8,0.0,0.0,0.0,0.0,0.0,58.7,990.6,1000.1,21.8
202508101321,110,320.0,3.8,350.0,5.6,310.0,3.1,31.0,-99.7,0.0,0.0,0.0,0.0,59.0,999.8,1001.8,22.1
202508101321,112,317.9,2.9,324.3,4.5,294.5,3.0,29.8,0.0,0.0,0.0,0.0,0.0,64.0,993.7,1001.4,22.3
202508101321,113,330.0,4.2,350.0,5.8,310.0,4.1,29.5,-99.7,0.0,0.0,0.0,0.0,61.0,1001.6,1002.4,21.2
202508101321,114,241.5,2.4,255.9,2.9,255.8,1.7,30.4,0.0,0.0,0.0,0.0,0.0,47.0,983.3,999.8,17.8
202508101321,115,82.7,2.0,86.4,2.9,69.4,3.0,27.7,0.0,0.0,0.0,0.0,0.0,75.6,977.3,1001.8,23.0
202508101321,116,345.0,0.4,23.0,1.1,327.5,0.7,25.6,0.0,0.0,0.0,0.0,0.0,60.5,933.3,1001.3,17.4
202508101321,119,316.2,1.4,288.5,3.1,263.9,2.0,31.0,0.0,0.0,0.0,0.0,0.0,47.9,996.5,1000.9,18.7
202508101321,121,204.6,1.6,184.2,2.8,175.1,2.0,31.3,0.0,0.0,0.0,0.0,0.0,46.4,974.1,1000.4,18.5
202508101321,127,152.0,0.8,106.9,1.4,103.4,1.1,30.0,0.0,0.0,0.0,0.0,0.0,48.1,987.5,1000.2,17.8
202508101321,129,329.8,1.3,323.1,2.6,305.5,2.5,29.9,0.0,0.0,0.0,0.0,0.0,50.9,999.3,1002.1,18.7
202508101321,130,70.2,3.6,61.2,4.2,74.4,2.3,28.5,0.0,0.0,0.0,0.0,0.0,66.6,997.1,1002.6,21.7
202508101321,131,126.1,1.5,78.8,1.9,117.2,1.7,30.2,0.0,0.0,0.0,0.0,0.0,49.3,994.3,1000.8,18.4
202508101321,133,49.2,2.7,26.1,3.2,43.6,1.4,30.1,0.0,0.0,0.0,0.0,0.0,55.2,993.8,1001.3,20.1
202508101321,135,132.0,1.8,115.4,2.4,128.1,2.6,27.5,0.0,0.0,0.0,2.5,2.5,63.5,973.8,1000.9,20.0
202508101321,136,138.1,3.1,129.3,4.7,128.8,2.3,29.6,0.0,0.0,0.0,0.0,0.0,55.3,986.3,1001.9,19.7
202508101321,137,94.9,0.7,123.8,1.3,48.1,0.9,29.0,0.0,0.0,0.0,0.0,0.0,60.4,989.7,1000.4,20.6
202508101321,138,66.0,3.6,60.1,4.2,57.0,3.1,26.9,0.0,0.0,0.0,5.6,5.6,71.2,1001.2,1001.6,21.2
202508101321,140,131.8,1.8,319.9,2.9,319.9,1.8,29.7,0.0,0.0,0.0,0.1,0.8,50.9,999.1,1002.2,18.5
202508101321,143,116.1,2.4,115.8,4.1,111.5,2.8,28.7,0.0,0.0,0.0,13.9,13.9,60.7,994.3,1000.4,20.4
202508101321,146,329.7,1.8,232.6,2.8,296.7,2.4,30.8,0.0,0.0,0.0,14.6,18.2,59.3,994.3,1001.0,22.0
202508101321,151,60.0,2.3,60.0,3.6,60.0,2.7,27.0,-99.7,0.0,0.0,34.0,34.0,69.0,1000.7,1001.6,20.8
202508101321,152,32.4,2.6,81.0,2.8,83.7,2.0,26.1,0.0,0.0,0.0,32.0,32.0,65.8,991.5,1000.6,19.2
202508101321,155,311.0,0.5,121.0,0.7,351.1,0.9,25.0,0.0,0.0,0.0,37.6,39.6,86.7,997.6,1001.6,22.6
202508101321,156,232.4,1.2,208.7,1.7,158.1,0.8,29.4,0.0,0.0,0.0,31.3,33.8,74.4,993.3,1001.1,24.4
202508101321,159,42.3,2.9,38.2,4.7,51.9,2.5,23.8,0.0,0.1,0.8,38.8,39.3,92.0,993.0,1000.9,22.4
202508101321,160,5.0,2.6,19.7,2.9,11.9,2.9,20.0,1.0,0.0,1.0,40.0,40.5,99.9,-99.7,-99.9,20.0
202508101321,162,44.6,4.1,39.9,6.6,38.7,4.4,24.3,0.0,0.1,2.3,72.9,80.3,94.5,997.5,1001.0,23.4
202508101321,163,330.0,5.4,360.0,7.7,330.0,5.3,27.8,-99.7,0.0,0.0,16.5,18.9,75.0,1000.4,1001.6,23.0
202508101321,165,334.9,3.7,337.7,5.9,27.6,4.0,28.2,0.0,0.0,0.0,34.5,39.1,82.2,996.4,1001.4,24.9
202508101321,167,140.0,0.8,190.0,1.7,120.0,0.9,24.5,-99.7,0.0,0.5,65.5,69.0,92.0,1000.9,1001.9,23.1
202508101321,168,82.0,3.9,90.8,4.8,80.3,3.5,23.1,0.0,0.0,0.4,49.6,53.7,93.6,994.2,1001.7,22.0
