TIME,STN,LON,LAT,CH_LOW,CH_MID,CH_TOP,CA_TOT
202508101321,90,128.56472778,38.25085068,7620,7620,7620,0.0
202508101321,93,127.75443268,37.94738007,7620,7620,7620,0.0
202508101321,95,127.30419922,38.14786911,7620,7620,7620,0.0
202508101321,98,127.06069946,37.90187836,7620,7620,7620,0.0
202508101321,99,126.76647949,37.88589096,7620,7620,7620,0.0
202508101321,100,128.71833801,37.67713165,7620,7620,7620,1.0
202508101321,101,127.73570251,37.90261841,7620,7620,7620,0.0
202508101321,102,124.71237183,37.97396088,152,7620,7620,1.0
202508101321,104,128.85534668,37.80456161,7620,7620,7620,0.0
202508101321,105,128.89099121,37.75146866,7620,7620,7620,0.0
202508101321,106,129.12432861,37.50709152,7620,7620,7620,0.0
202508101321,108,126.96579742,37.57141876,7620,7620,7620,4.0
202508101321,112,126.62490082,37.47771835,7620,7620,7620,0.0
202508101321,114,127.94658661,37.33749008,7620,7620,7620,0.0
202508101321,115,130.89863586,37.48128891,7620,7620,7620,0.0
202508101321,119,126.98300171,37.25746155,1537,7620,7620,0.0
202508101321,121,128.45742798,37.18125916,7620,7620,7620,1.0
202508101321,127,127.95249939,36.97045135,7620,7620,7620,1.0
202508101321,129,126.49389648,36.77658081,7620,7620,7620,0.0
202508101321,130,129.41278076,36.99176025,7620,7620,7620,0.0
202508101321,131,127.44065857,36.63924026,7620,7620,7620,0.0
202508101321,133,127.37210083,36.37199020,7620,7620,7620,1.0
202508101321,135,127.99458313,36.22024918,914,7620,7620,2.0
202508101321,136,128.70733643,36.57292938,7620,7620,7620,0.0
202508101321,138,129.38002014,36.03200912,7620,7620,7620,0.0
202508101321,140,126.76135254,36.00529861,7620,7620,7620,0.0
202508101321,143,128.65295410,35.87797165,1215,7620,7620,8.0
202508101321,146,127.11717987,35.84091949,7620,7620,7620,0.0
202508101321,152,129.33468628,35.58237076,1188,7620,7620,7.0
202508101321,155,128.57281494,35.17018890,677,7620,7620,7.0
202508101321,156,126.89156342,35.17293930,780,7620,7620,4.0
202508101321,159,129.03202820,35.10467911,1274,7620,7620,2.0
202508101321,162,128.43560791,34.84540939,204,7620,7620,8.0
202508101321,165,126.38150787,34.81732178,7620,7620,7620,3.0
202508101321,168,127.74063110,34.73928833,709,7620,7620,3.0
202508101321,169,125.45104980,34.68719101,7620,7620,7620,0.0
202508101321,170,126.70182037,34.39590073,442,7620,7620,7.0
202508101321,172,126.59899902,35.34823990,7620,7620,7620,1.0
202508101321,174,127.36940002,35.02040100,757,7620,7620,3.0
202508101321,177,126.68772125,36.65758896,7620,7620,7620,0.0
202508101321,181,127.38458252,36.63993835,7620,7620,7620,0.0
202508101321,184,126.52969360,33.51411057,439,7620,7620,1.0
202508101321,185,126.16282654,33.29381943,774,7620,7620,3.0
202508101321,188,126.88020325,33.38676834,7620,7620,7620,3.0
202508101321,189,126.56529999,33.24615860,120,7620,7620,6.0
202508101321,192,128.04003906,35.16378021,487,1005,1524,8.0
202508101321,201,126.44634247,37.70738983,7620,7620,7620,2.0
202508101321,202,127.49446106,37.48862839,7620,7620,7620,0.0
202508101321,203,127.48420715,37.26398849,7620,7620,7620,0.0
202508101321,211,128.16810608,38.05990982,7620,7620,7620,2.0
202508101321,212,127.88043213,37.68360138,7620,7620,7620,0.0
202508101321,216,128.98928833,37.17037964,7620,7620,7620,0.0
202508101321,217,128.67347717,37.37731934,7620,7620,7620,0.0
202508101321,221,128.19433594,37.15927887,7620,7620,7620,0.0
202508101321,226,127.73415375,36.48760986,7620,7620,7620,2.0
202508101321,232,127.29282379,36.76216888,7620,7620,7620,0.0
202508101321,235,126.55744171,36.32723999,7620,7620,7620,1.0
202508101321,236,126.92079163,36.27241898,7620,7620,7620,0.0
202508101321,238,127.48175049,36.10562897,1158,7620,7620,1.0
202508101321,239,127.24437714,36.48522186,7620,7620,7620,0.0
202508101321,243,126.71656799,35.72961044,7620,7620,7620,0.0
202508101321,244,127.28556061,35.61203003,7620,7620,7620,1.0
202508101321,245,126.83904266,35.56336975,852,7620,7620,1.0
202508101321,247,127.39652252,35.42129898,883,7620,7620,3.0
202508101321,248,127.52030945,35.65695953,3091,7605,7620,5.0
202508101321,251,126.69699860,35.42660904,7620,7620,7620,0.0
202508101321,252,126.47783661,35.28366089,7620,7620,7620,0.0
202508101321,253,128.89074707,35.22980881,640,6633,7620,8.0
202508101321,254,127.12860107,35.37131119,7620,7620,7620,2.0
202508101321,255,128.67260742,35.22655106,758,7620,7620,7.0
202508101321,257,129.02009583,35.30736923,262,7620,7620,8.0
202508101321,258,127.21225739,34.76335144,793,7620,7620,4.0
202508101321,259,126.78408051,34.64456940,440,7620,7620,7.0
202508101321,260,126.91950989,34.68886185,365,7620,7620,8.0
