TIME,STN,LON,LAT,CH_LOW,CH_MID,CH_TOP,CA_TOT
202508101321,261,126.56906891,34.55374908,664,7620,7620,7.0
202508101321,262,127.27571869,34.61825943,194,7620,7620,8.0
202508101321,263,128.28811646,35.32257843,338,7620,7620,2.0
202508101321,264,127.74537659,35.51137924,229,7620,7620,7.0
202508101321,266,127.69139862,34.94340134,237,7573,7620,8.0
202508101321,268,126.25846100,34.47296143,7620,7620,7620,7.0
202508101321,271,128.91448975,36.94361115,1618,7620,7620,2.0
202508101321,272,128.51687622,36.87182999,7620,7620,7620,0.0
202508101321,273,128.14878845,36.62726974,7620,7620,7620,0.0
202508101321,276,129.04005432,36.43510056,7620,7620,7620,5.0
202508101321,277,129.40925598,36.53337097,7620,7620,7620,1.0
202508101321,278,128.68864441,36.35609818,7620,7620,7620,3.0
202508101321,279,128.32055664,36.13055038,1070,7620,7620,2.0
202508101321,281,128.95140076,35.97742081,7620,7620,7620,4.0
202508101321,283,129.20123291,35.81747055,332,7620,7620,8.0
202508101321,284,127.90989685,35.66738892,918,7620,7620,2.0
202508101321,285,128.16993713,35.56504822,957,7620,7620,4.0
202508101321,288,128.74412537,35.49147034,1328,7620,7620,6.0
202508101321,289,127.87909698,35.41299820,1010,7620,7620,8.0
202508101321,294,128.60458374,34.88817978,182,274,6850,8.0
202508101321,295,127.92640686,34.81661987,5454,7620,7620,8.0
202508101321,296,128.96023560,35.21778107,938,7620,7620,2.0
